SRC,TGT,VOT,RES,YEA,DAT,TXT
Wizardman,Ohmpandya,-1,-1,2008,"16:31, 1 January 2008","'''Oppose'''. I was on the fence, but RockMFR's diffs put me on this end."
SoWhy,lustiger seth,-1,1,2008,"17:40, 18 December 2008","'''Oppose'''. Sorry, I am German myself but I know why I work here. De-wiki is very different from en-wiki and while I do not want to imply that the candidate would make mistakes deliberately, there is a very good chance he will make them, not being familiar with the project at all. I think our admins here should be able to handle SBL just fine without having to ""outsource"" it to de-wiki admins. Regards '''"
Bart133,SoWhy,1,1,2008,"17:25, 28 September 2008","'''Support''' - looks fine to me; good answers to the questions, seems unlikely to oppose the tools. Also in protest of [[User:Andrew Kelly|Andrew Kelly]]'s '''''incredibly''''' bigoted oppose - it's ridiculous, and the rationale on the talk page really makes me wonder whether, by ""independent"", he means ""[[Neo-Nazi_groups_of_the_United_States#United_States|this]]""."
Moonriddengirl,Camaron1,1,1,2008,"19:44, 28 December 2007",'''Support'''. I was impressed by his work when I [[Wikipedia:Editor review/Camaron1|reviewed him]]; I'm impressed with it still. I believe he'll make a fine admin. :) --
Karanacs,Happyme22,1,1,2008,"02:05, 9 July 2008","'''Support'''. FAC is usually a spot where nominators show their true colors; the fact that HappyMe22 remained cordial throughout the 5 Ronald Reagan FACs and the Nancy Reagan FAC (which was restarted) says a great deal about his character. After Nancy Reagan achieved FA status, a user I did not know chose my talk page to complain about HappyMe's ""POV Pushing"". I investigated pretty thoroughly and found that, even in the face of blatant POV-pushing by anon users, HappyMe kept his cool and reasonably discussed policy and the merits of the disputed edits. I have full confidence in his judgement and think he will make an excellent administrator."
Malleus Fatuarum,RC-0722,-1,-1,2008,"01:55, 18 January 2008","'''Oppose'''. I'm sorry, but 69 main page edits and a block only a few days ago? I really do suggest that you withdraw this RfA, as it doesn't have a [[wp:snowball]]s chance in hell. --"
Axl,Cirt,1,1,2008,"19:39, 12 September 2008","Pile on '''support'''. Given the overwhelming good quality contributions, the history of blocks is less important."
Ashton1983,Travellingcari,1,1,2008,"23:19, 20 May 2008",'''Support'''.
Casliber,Hersfold,1,1,2008,"04:33, 15 March 2008","'''Support''' good asset tp WP. Cheers,"
Nousernamesleft,Mind meal,-1,-1,2008,"00:34, 12 February 2008","'''Oppose''' I'm sorry, but like most of the opposers, I can't really appreciate your answer to Q5, to put it gently."
MrPrada,Cenarium,1,1,2008,"05:51, 14 June 2008",'''Support'''. Another strong candidate that will be of great service.
Keepscases,Wehwalt,1,1,2008,"16:32, 10 December 2008",'''Support'''
Pharaoh of the Wizards,Ckatz,1,1,2008,"13:56, 22 February 2008",'''Support''' As per nom. Good track with over 14000 mainspace edits.
Lankiveil,Coppertwig,1,-1,2008,"12:03, 7 May 2008","'''Support''', no evidence whatsoever that this user would abuse the tools."
Sean William,Lawrence Cohen,1,-1,2008,"15:29, 5 April 2008",'''Support''' - I've been continually impressed by Lawrence Cohen's actions and judgment ever since I first interacted with him sometime in January. (I accidentally spent about two hours reading [[Storm botnet]] and its references because it was so well written...)
Siva1979,Anon126,-1,-1,2008,"12:33, 20 February 2008","''''Oppose''' per all the above concerns. --<font style=""background:gold"">[[WP:ESP|<font color=""green"">S</font>]]"
KojiDude,JeanLatore,-1,-1,2008,"03:26, 6 July 2008",lol... that was funny to read.--
Gazimoff,Slp1,1,1,2008,"10:33, 17 May 2008","A dedicated cleaner, with a cool head and good approach to improving content. '''''<font color=""green"">"
Thingg,Blakegripling ph,1,-1,2008,"20:18, 28 June 2008","'''Support''' per Bwrs. Also, you have done a nice amount of anti-vandalism work and get bonus points for editing [[User:Jimbo Wales/Funny pictures]]. <font color=""#3300ff"">"
VanTucky,Gwen Gale,1,-1,2008,"21:56, 20 January 2008",'''Support'''
Bibliomaniac15,Gazimoff,1,1,2008,"00:39, 31 July 2008",'''Support'''. '''''
Useight,TenPoundHammer,1,-1,2008,"00:56, 3 January 2008",'''Support'''. A great editor who is dedicated to the project and knows what he's doing. I do recommend following the advice of some of the opposers in shaving a pound or two off the deletion hammer.
Maximillion Pegasus,Scarian,1,1,2008,"23:52, 19 February 2008",'''Support''' No problems here.
PeaceNT,Happy-melon,1,1,2008,"01:24, 25 January 2008","'''SUPPORT''', ready to mop. -"
DGG,Tiptoety,-1,1,2008,"02:33, 29 February 2008","'''Oppose''' - I am particularly concerned about one of the article requests you handled: ""State Representative Carlos Lopez-Cantera ... "" You replied: ''declined. This suggestion doesn't sufficiently explain the importance or significance of the subject. See the speedy deletion criteria A7 and/or guidelines on biographies..'' Tiptoety talk 00:17, 17 February 2008 (UTC)-- (you used  the form, not writing it specifically) But all members of state legislatures are considered notable at WP, it's one of the best-accepted special inclusion rules. If you dont know this, how are you yet qualified to work on article requests, let alone be an administrator? I think that you're learning how to work here, but you have not so far learned thoroughly enough. I appreciate your good work on  my question above, but the RfA is not the time to instruct you in the basics of notability. '''"
FrankTobia,Frank,1,1,2008,"04:11, 26 June 2008","'''Support''' - Length of time on the 'pedia be damned. User shows insight, maturity, and the experience necessary for adminship. I definitely trust him with the tools, per [[Wikipedia:Requests for adminship/Bjweeks#Support|his level head (#74)]]. Also, he has my name which somehow makes him an even better candidate. -"
Teh Rote,Huntster,1,1,2008,"21:58, 26 May 2008",'''Support''' per above. Looks to be an excellent addition to the admins.
Matilda,Canley,1,1,2008,"22:57, 6 January 2008",'''Support''' - I have always liked his editing contributions --
Jc37,Gwynand,0,-1,2008,"03:46, 17 July 2008","Well, I'm rather impressed with your answers to my questions. Your answers are almost ""too good"", if that makes sense. (Previous note to self, any time something is too good to be true, it probably is.) Perhaps that makes me [[paranoia|paranoid]] regarding this, I dunno. But the others' concerns about your selected edit history ""may"" also be a concern. And even you suggest that you may not need the tools at this time. So I'm not certain as to the ""need"" behind the request. Based on all of the above, therefore, I think I'm going to stay at neutral, at least for now. -"
Avraham,Redfarmer,0,-1,2008,"16:23, 3 April 2008",'''Neutral''' Enough demonstration of various [[User:Avraham/RfA-B|judgments]] that lead me to be wary of supporting at this time. --
Dlohcierekim,Addshore,1,1,2008,"19:35, 29 October 2008",'''Support'''
Wisdom89,Gadget850,1,1,2008,"22:43, 3 March 2008",'''Support'''. Totally. I see no issues. Very prolific and versatile. Would make great use of the tools and the mop.
Cactus.man,Deacon of Pndapetzim,1,1,2008,"22:42, 28 February 2008","'''Goodness Gracious Me Support''' - A '''prolific''' content contributor, will be a strong asset to our project. --<font color=""2B7A2B"">"
Master&Expert,Wehwalt,1,1,2008,"00:37, 11 December 2008","'''Support''' With a few minor reservations based on either way's comment in the neutral, but they aren't nearly sufficient enough for me to even go neutral, as I see a pretty good contributor up for adminship today. A few ill-adviced words shouldn't damn anyone's RfA candidacy outright."
Eluchil404,Dihydrogen Monoxide,1,-1,2008,"21:26, 28 December 2007",'''Support''' per Walton and my own interactions with the user.
KojiDude,Milk's Favorite Cookie,1,-1,2008,"20:48, 21 July 2008",'''Support''' Don't see anything worth worrying about.--
Xdenizen,Mufka,1,-1,2008,"03:07, 17 October 2008",'''Support'''. I believe this editor is trustworthy.
ArcAngel,Milk's Favorite Cookie,-1,-1,2008,"14:17, 25 March 2008",'''Oppose''' - Not enough experience and seems to rely on auto-tools a bit much.
Majorly,VanTucky,1,1,2008,"21:39, 16 April 2008",'''Support''' - should have passed last time. Also good answers to my questions. <tt>:P</tt> '''
America69,Addshore,1,1,2008,"21:10, 29 October 2008",'''Support''' Why not?
Shalom,John Carter,1,1,2008,"16:16, 9 January 2008","'''Support''' As noted, many people have offered in the past to nominate this candidate. I am one of them."
Nsk92,Morhange,-1,-1,2008,"22:30, 13 July 2008","'''Oppose''', basically [[WP:NOTNOW]]. A good editor, with excellent contributions to the royalty articles, but not ready to be an admin yet. Her honest answer to Q1 (both the original answer and the extended version) shows that she does not have a good understanding of what an admin actually does. The part about wanting to delete redirects to [[Pavlos, Crown Prince of Greece]] is particularly bad. That is what [[WP:RFD]] is for, this has nothing to do with being an admin. She says that she is interested in fighting vandalism and in the AfD process. That is great, but her record in this regard thus far is just too thin for us to be able to make intelligent judgement as to whether or not she would do a good job as an admin there. She has a grand total of 3 AIV reports, and a fairly small number of AfDs where she participated in (I went back and founf 9 AfDs in the last 7 months). There is no AN/I or UAA participation so far either. While it may sound cliche, but in this case the candidate definitely needs more experience in admin-related areas. Regarding other matters, I am moderately bothered by the lack of edit summaries (but not enough for that issue alone to justify an oppose) and a bit more than moderately bothered by the answer to Q4 regarding COI.  Editing an article about a family member is ''always'' a COI, there is no ""Yes and no"" about it. Overall, I do think that this candidate may make a good admin in the future, but now is not the right time."
Dank55,Malleus Fatuarum,0,-1,2008,"17:40, 19 May 2008","'''Proposing a compromise''', because that's what needs doing.  Many Wikipedians, including myself, including Malleus, have flaws.  Some of the Opposes are getting it wrong; Malleus is not by nature incivil or childish.  He cares more about the quality of articles on Wikipedia than many other Wikipedians, and he is lacking a few of the skills common in Wikipedian admins.  This is not a character flaw; this is a matter of learning how to choose words correctly (or alternatively, learning how to do without the mop :).  Skills can be learned.  I'd like to propose a compromise: will the community be willing to look at another RfA for Malleus soon, if Malleus will accept a little schoolin'? - Dan"
Ecoleetage,StephenBuxton,1,1,2008,"22:16, 6 July 2008","'''Yabba Dabba Doo!''' Just to take a break from ""Support"""
Alison,AngelOfSadness,1,1,2008,"18:38, 3 June 2008",'''Support''' - of course! She looks like a great editor and should make a super admin :) -
PhilKnight,Cirt,1,1,2008,"21:07, 8 September 2008",'''Support''' - trustworthy editor who understands the image policy.
Jmlk17,Jayron32,1,1,2008,"07:43, 6 January 2008",'''Jawohl'''
Keeper76,SarekOfVulcan,1,1,2008,"21:53, 23 June 2008","'''Support''', meets [[User:Keeper76/RfA|my criteria]] easily.  A bit of advice, change your sig.  It's a silly reason to have people unwilling/unable to support your otherwise solid track record and not worth the grief.  [[User:Keeper76|<font color=""#21421E"" face=""comic sans ms"">Keeper</font>]]  |  [[User talk:Keeper76|<font color=""#CC7722"" face=""Papyrus"">76</font>]]  |"
Malleus Fatuarum,Seresin,-1,1,2008,"00:23, 10 February 2008","'''Oppose''', because of the answer to question 7. If being an admin is ""no big deal"" then it ought not to take '''5''' administrators to persuade you to relinquish your shiny new buttons. And to ignore the opinions of those who are not administrators shows a breathtaking arrogance. --"
VanTucky,Nancy,1,1,2008,"03:45, 31 January 2008",'''Support''' Good candidate.
LessHeard vanU,Tnxman307,0,-1,2008,"22:12, 23 August 2008","I am generally supportive of candidates who wish to use the bits in areas in which they are already active, but in this instance I think the candidate is just ''too'' unfamiliar with the sysop remit. I think the editor needs to get involved in a few other areas of Wikipedia, so they get a better understanding of the ""big picture"". As this currently looks as if it is going to be successful, I suggest they anyway do look to expand their interaction with other areas of the encyclopedia to enable them to be a better admin."
,Milk's Favorite Cookie,-1,-1,2008,,
Walton One,HisSpaceResearch,1,-1,2008,"13:13, 4 January 2008","'''Strong Support. I'm going to take the time to write a damn good rationale, so please read it.''' Firstly, the speed of his AfD contributions is not in itself a reason to oppose. I agree that poorly-thought-out AfD comments just to increase editcount would be a reason to oppose; however, his AfD comments are generally well-reasoned and intelligent and demonstrate a good knowledge of policy, cf [http://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/Teen_pornography_%282nd_nomination%29&diff=prev&oldid=182009052] [http://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/Bravery%27s_source&diff=prev&oldid=181844409] [http://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/Kulaxingu_Kambamjiji&diff=prev&oldid=181844161]. He has explained that the short time interval between posts is because he uses tabbed browsing, and I see no reason to doubt this. Secondly, the short time interval between RfAs is not a reason to oppose. The last RfA failed without very many good reasons; the only legitimate issue raised by any of the opposers was [http://en.wikipedia.org/w/index.php?title=User:Scottandrewhutchins/Userboxes/user_Body_Modification_No&diff=prev&oldid=170232683 this diff] cited by Qst, in which he wrongly attempted to apply T1 to a userspace template (something I warned against in an MfD just before commenting here, incidentally), but for me, one mistake a couple of months ago isn't a deal-breaker. Thirdly, the essays he wrote (some considerable time ago, incidentally) were not in any way problematic. They were all intelligent and well-reasoned. It is ''not'' necessary to agree with Wikipedia's policies, even its core policies, to become an administrator. What ''is'' necessary in an administrator is a willingness to follow policy and community consensus in the exercise of sysop powers, even when it conflicts with his/her own views - and I see no reason to doubt that HSR would be capable of doing this. I note, further, that he has recanted some of the views in his earlier essays. I have some sympathy with Malleus Fatuorum's comment that being bullied into changing one's views shows weakness of character or immaturity, as people should stick to their honest beliefs; however, I don't believe that this is the case here. Rather, I think that HisSpaceResearch has, like all of us, changed his mind and developed a more sophisticated understanding of Wikipedia over time, and accordingly his views on some issues have changed. That is perfectly legitimate, and is not a reason to oppose. I think that some of the opposers need to seriously reconsider their reasoning here - do we really want to rob Wikipedia of a good administrator, just because he failed to jump through the arbitrary hoop of leaving enough time between RfAs? Yes, I understand the common argument that it takes at least a couple of months to address the concerns from the last RfA, but as I've said already, there ''were'' no major concerns that the candidate could address, other than one incorrect speedy tagging from early November. Most of the opposes in the first RfA were based on the premise that a candidate who does not agree with Wikipedia's consensus groupthink on every major issue is not suitable to be an administrator, and that is fundamentally untrue and wrong (not to mention dangerous, as it risks stifling diversity of opinion)."
Chaser,AniMate,1,1,2008,"21:16, 22 December 2008","'''Weak support''' - The answer to my question above wasn't particularly strong, but I see no other major issues and a lot of positives.--"
jonny-mt,The Transhumanist,1,-1,2008,"07:12, 9 April 2008","'''Support''' per [[WP:DEAL]].  I don't disagree with the comments that this nom could have been much better, but neither do I have any doubts about your trustworthiness as a user and potential admin.  And there's nothing wrong with wanting to be an admin--after all, we'd run out of admins pretty soon if nobody wanted to step up to the plate. --"
TimVickers,Remember the dot,1,1,2008,"05:58, 11 February 2008","'''Support''', particularly impressed by how civil and constructive his replies to my earlier oppose comments were."
PeaceNT,Dihydrogen Monoxide,1,-1,2008,"14:19, 28 December 2007",'''Support''' per noms. Gifted writer & helpful fellow user.
Stifle,Efe,0,1,2008,"10:25, 17 November 2008",'''Neutral'''. I'm concerned about the amount of haranguing that oppose !voters are getting. (Note: Any response to this will automatically result in me moving to oppose.) Also concerns about communication skills.
Husond,Dougweller,1,1,2008,"22:54, 11 September 2008","'''Support''' All is well. <strong><font style=""color: #082567"">[[User:Husond|Hús]]</font>"
east718,Wisdom89,-1,-1,2008,,Per rspeer.
Stratosphere,Seicer,1,1,2008,"04:07, 22 February 2008","'''Support'''. One of the best and level editors I've ever witnessed.  '''<font color=""#235493"">Stratosphere</font>''' <sup>("
TimVickers,CWY2190,1,-1,2008,"20:09, 24 March 2008","'''Support''', vandal-fighting isn't rocket science so a modicum of experience is perfectly adequate. I'd caution CWY2190 to take it slow and avoid the more difficult areas at first, such as closing AfDs or trying to deal with POV-pushing."
Kanonkas,Peripitus,1,1,2008,"09:12, 29 July 2008","'''Support''' Looks good that the candidate wants to work with [[WP:IFD]] [[WP:DRV]] [[WP:AfD]] and [[WP:MfD]]. Good luck. --<small><span style=""border:1px solid #0000ff;padding:1px;"">"
Revolving Bugbear,Aitias,0,-1,2008,"13:29, 18 May 2008","Optimistic '''neutral'''. I'm having trouble finding something showing how this user would handle him/herself in a conflict. Conflict happens to admins, a lot, as admin actions (deleting, blocking, protecting, or declining to do any of the above) tend to get people worked up. I would support this user given evidence that his/her actions in a heated situation would be calm, rational, and measured. -"
Strikeout Sister,It Is Me Here,1,1,2008,"00:35, 6 December 2008","'''Support''' - Can't see why not. Fine contributor. I don't care about the article writing GA FA alphabet soup, a hard worker is a hard worker. <font color=""#8080ff"">"
Kmweber,Morhange,1,-1,2008,"21:19, 11 July 2008",'''Support''' &mdash; ''Office'' fan...can't ask for much more.
Jayjg,Hersfold,1,1,2008,"23:41, 16 March 2008",'''Support'''. See no issues.
Wisdom89,Ironholds,-1,-1,2008,"22:13, 9 June 2008","'''Oppose''' - While I don't see it indicated direct by the candidate, I've seen some pretty bitey and borderline reports to [[WP:UAA]], which I can only assume is an area where they will end up working."
Gazimoff,Suntag,0,-1,2008,"21:48, 28 December 2008","'''Neutral''' - I'm not opposed to editors being nominated before the hypothetical six month benchmark, but I am concerned about editors who don't hold trust in the areas in which they work. I understand that we encourage new editors to be bold in what they do, but that has to go hand in hand with being careful - making sure that the action you're going to carry out isn't going to cause a heapload of work for others to fix if it's wrong, or that you ask around for advice/guidance before carrying out something that may be controversial. I hope that makes sense, and I'm really sorry if it comes over as unduly negative, but I hope that it'll help you in your own development on-wiki. Many thanks '''''<font color=""green"">"
Tombomp,Gazimoff,1,1,2008,"08:38, 1 August 2008","'''Support''' He won't abuse the tools, seen him around a bit and he's decent etc."
Frank,Good Olfactory,1,1,2008,"20:10, 27 July 2008","'''Support''' per answers - '''especially''' Q6. A number of opposes recently (here and other RfAs) have been pretty [[WP:POINT|pointy]] on this question, and I have to say that whether one agrees with the policy or not, asking an RfA candidate to IAR (or at least ignore this one - ITR?) out of the box is silly. An administrator is here to exert the will of the community, not make new policy. Also, for contriving to have exactly 45000 total edits on your summary page, exactly the same number as a [[Wikipedia talk:Requests for adminship/J.delanoy 2 |concurrently-run (and now successful) RfA]]... <small><span style=""padding:2px;border:1px solid #000000"">"
Siva1979,John Carter,1,1,2008,"02:17, 8 January 2008","'''Support''' A good contributor. --<font style=""background:gold"">[[WP:ESP|<font color=""green"">S</font>]]"
Locke Cole,NuclearWarfare,-1,-1,2008,"06:19, 9 December 2008","'''Oppose''', clearly unfamiliar with consensus building process and general Wikipedia policies. —"
Elonka,Horologium,1,1,2008,"03:38, 30 April 2008",'''Support'''.  Definitely.  I have had many positive interactions with Horologium. --
NHRHS2010,Sarcasticidealist,1,1,2008,"11:48, 8 January 2008",'''Support''' No concerns here so no reason to oppose.
Bearian,WBOSITG,1,1,2008,"13:50, 13 May 2008","'''Weak support''' - Concerns noted from opposition, but I've made mistakes, and lots of them.  I do not see clear evidence of probable future ''abuse'' of the tools.  Good editor, meets my standards."
Ncmvocalist,J.delanoy,0,1,2008,"17:22, 21 July 2008","Not convinced yet. Article mainspace experience, I think, is only necessary as far as gathering experience, particularly on how editors will respond to certain things that are said or done (as an action) by admins. It's also to draw a distinction between content and conduct, and you need to know enough about content policies first, and how to apply them. I think it's difficult to resolve doubts on this. However, I would like to ask for more Q&A to help make a decision either way."
Jhfireboy,Slgrandson,0,-1,2008,"20:48, 12 April 2008",'''Neutral''' Not good enough for a support but not that bad for an RfA.
II MusLiM HyBRiD II,Protonk,1,1,2008,"21:49, 15 October 2008","'''Support''' Ive seen him around, does good stuff."
Riana,Gatoclass,1,1,2008,"16:07, 13 May 2008","Absolutely. Offered to nominate him myself, a few months back, but he wanted to wait - another plus point. ~"
Pollytyred,Nancy,1,1,2008,"00:12, 4 February 2008",'''Support''' enough experience to do the sysop work.
Spartaz,Gwen Gale,1,1,2008,"07:19, 18 May 2008",'''Support'''ed last time.
Ryan Postlethwaite,Xymmax,1,1,2008,"11:54, 7 October 2008",I wouldn't really say this was an unusual candidate - he's got experience in a number of admin areas and clearly knows his stuff. He'll be just fine. '''
Gears of War,Blakegripling ph,1,-1,2008,"04:58, 29 June 2008",'''Support.'''Per answer to my question.''
AuburnPilot,Happyme22,1,1,2008,"22:03, 9 July 2008","'''Support''' I was hesitant to support at first, but then realize I was confusing Happyme22 with Happy-melon, who is unfortunately already an admin. Looking over his's contribs, I see a great deal of good work and considerable evidence that Happyme22 has a firm grasp of policy (and how it should be applied). The account security issue doesn't concern me, as it isn't as if he is offering his admin account up for the highest bidder on eBay. We've had accounts maliciously compromised in the past, and what little damage they caused was cleaned up in minutes. I suspect Happyme22 will take the necessary precautions (always log out, even if leaving the computer for just a minute or two) and his little brother/sister/friend will not gain control of his account again. Good luck! -"
Dweller,Biruitorul,-1,-1,2008,"18:15, 13 March 2008","'''Oppose''' (switched from neutral) I've thought long and hard about this (and lost a previous version of this when my computer crashed). I'm opposing for a variety of reasons, but mostly I'm unhappy with some AfD contributions. I also think that the candidate missed an opportunity to shine by remaining calm in this RfA. There has been a lot of heat here and whilst I wouldn't oppose based on what you've said here, you could have actually impressed by rising above it and it's a shame you didn't. Your supporters haven't helped, really, by keeping the temperature raised when responding to so many oppose !votes (note to them - a quiet word on talk pages is a useful option on occasion, as is greater selective ignoring of opposes) That said, I trust you on the serious bias allegations and think you're a credible and nearly ready candidate for admin. If this fails, I assume you'll learn from it and sail past next time. Either way, good luck. --"
Enigmaman,Scarian,1,1,2008,"01:02, 19 February 2008",'''Support''' - Haven't seen any good reason <b>not to</b> support this user for adminship. Would bring a good résumé to the sysop table. :) More power to AIV! '''
Shereth,Morhange,1,-1,2008,"17:08, 13 July 2008","'''Support''', I would trust this user with the mop.  The opposes are unconvincing to me."
BlueQ99,Cenarium,1,1,2008,"14:05, 17 June 2008",'''Support''' experience user to make an excellent administrator.
Shovon76,Ali'i,1,-1,2008,"14:52, 15 June 2008","'''Support'''. The nomination is witty (and I seriously think that Wikipedia can do away with the always serious, grumpy type Admins). His/her user history shows that the person can be trusted with the tools and whether he/she chooses to use it or not depends up on him/her. Best of luck! :-)"
TreasuryTag,Brianreading,-1,-1,2008,"19:18, 1 March 2008","'''Oppose''' - answer to Q1 is too vague and generic; I'm not sure I follow your time-zone logic, either."
JForget,Dreamafter,1,-1,2008,"02:43, 7 January 2008",'''Weak Support''' Certainly has the experience for sure and has great edit summary usage and significant contribs to some and various Wiki-related pages. Only concern though is the little contribs to [[WP:RFPP]] and [[WP:AIV]] which explains the weaker support then above.--
Newyorkbrad,Mizu onna sango15,1,1,2008,"19:52, 22 November 2008",'''Support''' per all above. Fully qualified candidate.
Sceptre,Lady Aleena,1,-1,2008,"23:50, 5 July 2008",Per Sarek. '''
Erik the Red 2,Cirt,1,1,2008,"00:39, 9 September 2008","'''Support''' Why do we even have to go through RfA for this candidate? Erik the <font color=""red"">"
Dravecky,Suntag,1,-1,2008,"01:42, 25 December 2008","'''Support''' as a strong content creator with a level head and definite, helpful plans for the mop. -"
Karanacs,Juliancolton,0,1,2008,"18:31, 25 September 2008","I have been impressed with Juliancolton's work at FAC and his knowledge of content policies.  I am concerned, however, that he is an active user of IRC.  I am a firm believer that wikipedia should be policied from wikipedia, and I hesitate to give the tools to someone who does not necessarily see the same value in that. I will not oppose because Julian and I were on opposite sides of [[Wikipedia_talk:Featured_article_candidates#New_Featured_content_IRC_channel|an IRC-related dispute]] yesterday, and that conflict of interest means it is not appropriate for me to do so."
Cometstyles,Aitias,-1,-1,2008,"02:56, 3 February 2008","'''sorry''' but barely 2 months is '''not''' experienced enough..I'd prefer waiting it out for another month or so before requesting adminship again...10,000+ edits is impressive but high edit count matched with equal experience is what I love to see in an admin...sorry again..--<span style=""color:blue;font-weight:bold;font-size:medium;font-family: Monotype Corsiva;"">"
Iamunknown,J-stan,-1,1,2008,"22:56, 2 January 2008","My impression of J-stan, through interacting with him on noticeboards and reviewing at least his last 1000 contributions, is that he does not regularly research disputes before commenting on them and that he regards blocks rather flippantly.  While I appreciate his dedication to the project, I would not appreciate these qualities in an administrator.  A block, in theory, is not supposed to be a big deal, but practically it is - a block remains in a log indefinitely, a logged block can ruin an RfA, a block can be a determining factor in another block by a hasty or careless administrator, etc.   Note that I am not planning to provide diffs to support my judgement - I do not have enough time.  I apologise.  I know it is typical at an English-language Wikipedia RfA to ask for diffs from those who oppose.  For those interested, I would recommend that you too review [[Special:Contributions/J-stan]].  --"
RC-0722,Discospinster,1,1,2008,"23:17, 6 March 2008",'''Support''' I like. '''''
King Pickle,Everyking,-1,-1,2008,"02:13, 1 September 2008","'''Oppose'''  This has taken a few days to ponder.  While I think Raul has gone a bit overboard against him, looking at the history and so  on, I just am not convinced that more ""explosions"" will not follow. Editor - great.  Admin - no."
Erik the Red 2,Synergy,-1,-1,2008,"22:43, 7 September 2008","<s>'''Strong Support''' How could I not, when you haven't made any mistakes since June, and have such an [[Three|unbelievable]] amount of edits to RFPP in your last 500 and an even more [[Zero|incredible]] amount of edits to AIV and UAA in your last 500, all of which being areas you want to work in the most. Erik the <font color=""red"">[[User:Erik the Red 2|Red]]</font> 2 <small>(<font color= ""maroon"">[[User Talk:Erik the Red 2|AVE]]</font>·<font color= ""orange"">[[Special:Contributions/Erik the Red 2|CAESAR]]</font>)</small> 19:02, 7 September 2008 (UTC)</s>Per lack of recent activity in 3 out of four admin areas he wants to work in, irresponsible XfD closes, and lack of improvement on RfA issues. Sorry for the sarcasm. Erik the <font color=""red"">"
Nick,Shoessss,-1,-1,2008,"18:13, 30 June 2008","Oppose based on clueless comments shown in the diffs above, candidates inability to link to [[WP:RFA]] in their comment above, inability to correctly use Wiki markup in one diff above, all of which suggest the candidate isn't sufficiently knowledgeable to help administer WP at present. And someone please hit Useight with a stick for suggesting we should all keep pointless records of voting habits in RfAs - we're here to write content, not pointless bloody lists."
Le Grand Roi des Citrouilles,Mark t young,-1,-1,2008,"05:28, 16 June 2008","'''Oppose''' primarily per the reasons expressed by Wisdom89, i.e. upon reviewing your contribs, I see only a few AfDs, all of which seem to be deletes.  I do like that you earned some barnstars.  Sincerely, --<font face=""Times New Roman"">"
Phoenix-wiki,Jza84,1,1,2008,"17:26, 14 May 2008","'''Considerably strong support''' meets [[user:Phoenix-wiki/RFA criteria|my criteria]], knows policy and knows what we're about.--"
Orderinchaos,Dank55,1,1,2008,"19:21, 1 December 2008","'''Support''' Solid candidate with a good manner who will be an asset with the tools. Incidentally, when I became an admin in early 2007, I didn't have a single edit in AIV and had never patrolled. Never really hurt me when I did get to vandal whacking though - and that sort of work doesn't prepare one for the real trolls and nasties who are a far greater danger to the project anyway. Good luck."
Darth Panda,Dendodge,1,-1,2008,"03:37, 8 December 2008","'''Support'''. I haven't seen anything that has convinced me that I should oppose. Candidate's apparent willingness to submit to administrator recall should solve any problems should they arise (which I highly doubt). <font color=""777777"">"
Balloonman,Efe,1,1,2008,"15:53, 14 November 2008",'''Weak Support''' -- The weak is per [[User:Balloonman/RfA_Criteria#How_I_.21vote|my guideline]] on how I vote when I don't thoroughly vet the candidate rather than anything about the candidate themselves.  I started looking at him last night and didn't see any obvious issues.---'''
TenPoundHammer,Helpfulweasal,-1,-1,2008,"20:18, 20 November 2008","'''Oppose''' per [[WP:NOTNOW]]. User is too new and has vandalized, that and they spelled ""weasel"" wrong in their name."
Diligent Terrier,Milk's Favorite Cookie,1,-1,2008,"19:07, 21 July 2008","'''Extremely Strong Support.'''  - [[User:Diligent Terrier|Diligent]] [[User talk:Diligent Terrier|<span style=""color:orange"">'''Terrier'''</span>]] <small>"
east718,Seicer,-1,1,2008,,"Poor answer to Q5: images from stock photo libraries and news agencies should never be used to depict living persons; non-free images of living persons are not permitted except in exceptional circumstances, which your example article doesn't have; your seventh point doesn't make sense. Also, an exceedingly hostile response to SA above."
BrianY,Islander,1,1,2008,"03:17, 16 January 2008","'''Support''' - Very good candidate, will not abuse admin additions."
Fattyjwoods,Ali'i,-1,-1,2008,"01:08, 14 June 2008","'''Oppose.''' I’m really confused by this RfA, In the opening paragraph he states: “I don't really think I need administrator tools, and in fact would vow not to use them in all but the most grievous of circumstances.” Wouldn’t it be easier if you just got an admin to sort out these “grievous of circumstances” as I don’t thing these circumstances will happen often. Q1 confused me and wasn’t very well worded (a few of the above comments have said that he would use I when he needed it – as per Acalamari’s reply). And as to Q6, I’m sure instead of slapping a big link to the blocking policy he could have at least written a couple of short sentences about it, it also shows he has no idea what the blocking policy is as he did not answer the question. Does this mean I can post links as replies? I don’t really think the candidate was very serious when he filed this RfA (or maybe drunk as Keepscases said). If you’re not going to use it why are you bothering to get it? <strong>"
