SRC,TGT,VOT,RES,YEA,DAT,TXT
Keilana,SarahStierch,1,1,2012,"17:22, 21 July 2012","'''Support''' I first interacted with Sarah a few weeks ago when she asked me to work with the Teahouse. I poked around a bit and found her to be incredibly knowledgeable about a wide range of policy, a great content contributor, and one of the most level-headed, hardworking Wikipedians I know. She'd make a wonderful admin - especially in explaining to newbies why their article got deleted."
My76Strat,Northamerica1000,1,-1,2012,"22:49, 11 November 2012","I've been watching this RfA with interest. I was poised to sit this one out, but frankly, you've earned my '''support''' and shall have it therefor. I am genuinely confident that you would be a credit to the admin corps. Fret not being denied entry to the club. Fresh air is not welcome in the vacuum of repugnant stench; unfortunately. Be well."
WikHead,Lord Roem,1,-1,2012,"06:32, 11 June 2012","'''Support''' - Though completely unfamiliar with this nominee until now, I have complete trust in the nominator and was very impressed with answers provided by Lord Roem in the opening segment of this RfA. He possesses very good communication skills, good logic, and an attitude worthy of being trusted with the tools. &nbsp;-- [[Special:Contributions/WikHead|WikHead]] ("
Colonel Warden,Monty845,-1,1,2012,"19:09, 21 November 2012",'''Oppose''' Too little work upon content.
QuiteUnusual,Northamerica1000,-1,-1,2012,"14:39, 8 November 2012","'''Oppose''' (moved from neutral). The examples I found (like [https://en.wikipedia.org/w/index.php?title=User_talk:Northamerica1000&oldid=460314872 this]  in the ""Edit Warring"" section forward) had me in the neutral camp as I was concerned with your method of interaction with other editors. Your badgering responses to the Opposes, especially Tarc, above, make me believe you would be ill equipped to deal with conflict as an administrator. <font color=""#E66C2C"">"
Thumperward,Master&Expert,1,-1,2012,"10:58, 1 August 2012","Too candid for his own good; a common enough mistake in first RfAs. M&E should hopefully learn a lot from this, and with any luck it won't turn into a nasty pile-on (see oppose #6 for an example of the usual disease). From what I've seen of M&E, he's the sort of editor that wouldn't abuse the bit, and that's what really matters. To pass, he's likely going to need to dig into articlespace for a while and show his detractors that he can apply what he knows of dispute resolution directly to working with others on building articles. The answer to 8.0 is wrong, FWIW (if a file isn't free by our standards, we can only use it under fair use terms, and so we'd need an FUR for a noncommercial image) And yeah, even if an edit is not useful, it's best not to be too scornful in the summary when reverting it."
Cyberpower678,Mabdul,1,-1,2012,"17:44, 26 March 2012","'''Support''' I don't know this user but, if WilliamH see's him fit, then so do I.  I trust nominator.—"
Master&Expert,Vibhijain,1,-1,2012,"03:42, 21 May 2012","The opposing comments do not convince me that Vibhijain is unsuited for adminship. Therefore, I am supporting with the caveat that he makes an extra effort to paraphrase information from outside sources using his own words, rather than tweaking the already existing text."
Mr. Stradivarius,Calabe1992,0,-1,2012,"04:21, 27 April 2012","'''Neutral'''. This is a tough one. The user should be highly commended for his anti-vandal work; I think anti-vandal work in general is under-appreciated on Wikipedia, and Calabe does it very well indeed. I am not the type to absolutely require content creation from an admin, although it would be nice. The thing that most concerns me is that the candidate does not appear to have engaged in that much collaborative discussion, as could be shown by content creation, dispute resolution or similar areas. My reasons for this are similar to ItsZippy's in the oppose section above. This is not enough for me to oppose outright, as I think the project would undoubtedly benefit from more vandal-fighter admins, and I am sure Calabe would continue to work at the high standard that he has been doing. Adminship is not just limited to one area, though, and I wouldn't feel comfortable supporting someone without a good track record of collaboration with other editors. If I could find any evidence of this kind of interaction then I might be persuaded to support, but for now I will remain neutral. — <b style=""text-shadow:0.15em 0.15em 0.1em #555; color: #194D00; font-style: oblique; font-family: Palatino, Times, serif"">"
Callanecc,Berean Hunter,1,1,2012,"04:19, 26 July 2012",'''Support''' looks like a very convincing candidate to me. Berean Hunter I hope you serve the community well. '''
ansumang,Zagalejo,1,1,2012,"05:16, 2 July 2012",'''Support''' as per his answers to Qs. :) --&nbsp;
Dank,Yunshui,1,1,2012,"16:54, 23 July 2012","I wasn't familiar with your work before seeing this RfA ... which is a good reason to watch RfAs!  I'm impressed by the answers to the questions, and I really like the fact that you like to write up your understanding of policy and teach it to others. - Dank ("
Axl,Avicennasis,-1,-1,2012,"11:04, 21 May 2012","'''Oppose'''. Although Avicennasis has created many categories, I don't see evidence of contribution in CfD discussions themselves. At the beginning of February, Avicennasis spam-tagged thousands of stub articles about asteroids. He tagged the changes as ""minor"". He made no attempt to discuss the matter with [[Wikipedia:WikiProject Astronomy|WikiProject Astronomy]]."
Deb,Jenks24,1,1,2012,"17:19, 27 May 2012",'''Support''' - looks okay to me.
Bluerasberry,Sergecross73,1,1,2012,"18:39, 21 November 2012",'''Support''' I reviewed this user's userpage and talk page and find that this person presents their self appropriately and seems friendly and open like an administrator should be. I further read this user's response to questions and feel comfortable supporting this adminship.
Callanecc,Sergecross73,1,1,2012,"04:42, 20 November 2012","'''Support''' The contribs I checked looked good, answers fill me with confidence plus the only contact I've had with them has been positive. '''"
Fastily,Dpmuk,1,1,2012,"23:17, 13 February 2012",'''Support''' Why not? -'''
WikiPuppies,Monty845,1,1,2012,"16:40, 26 November 2012","'''Support.''' I can see no reason not to. <span style=""font-family:Verdana;"">"
Zepppep,Bagumba,1,1,2012,"02:33, 21 August 2012","'''Support''' - Remains calm, content-focused, timely and helpful."
Kudpung,KTC,1,1,2012,"14:06, 26 December 2012","'''Support'''. A candidate with  more than enough experience and maturity. I'm  often skeptical  about  what  the WMF does, but  I'm  not  in  the slightest  concerned about  her involvement  in  the Foundation  or WMUK and find that  the claims relating  to  them  in  the question and oppose sections seem to  be looking  for reasons to  oppose rather than state any  concrete valid claims."
My76Strat,MikeLynch,1,1,2012,"06:48, 15 January 2012",'''Support''' - I am aware of this candidates quality of contributions to the project and have observed his clue in actions and applications. I cast this !vote without awaiting answer to my question because I do not wish for an extrapolation that I first needed to see the answer.
Titodutta,Theopolisme,1,-1,2012,"04:56, 15 August 2012","'''Support''' Sorry for late vote, I totally missed this nomination. I have talked and worked with this candidate. Very helpful and friendly and has been doing a great job. I like the way he assesses his own works. He is a good anti-vandal admin. I feel he will be a good job if he is selected as admin. --<font style=""white-space:nowrap;text-shadow:#ED791A 0em 0em 0.8em,#F55220 -0.8em -0.8em 0.9em,#1D6B00 0.7em 0.7em 0.8em;color:#000000"">"
Kurtis,Harrias,1,1,2012,"23:33, 27 November 2012","'''Very strong support''' &mdash; Absolutely! Harrias is a very well rounded editor who will put the tools to good use. Besides, we need more content-oriented administrators."
Michig,Σ,0,-1,2012,"18:54, 4 October 2012",'''Neutral'''. Looks a good candidate apart from those 'hilarious' April 1st AfD nominations. Avoid that sort of thing in future and I would have no problem supporting. --
MSGJ,Ryan Vesey,-1,-1,2012,"07:29, 4 July 2012",Candidate has done good work at [[WP:WPAFC]] but I worry that recent events suggest that he may be sympathetic to disruptive or uncivil editors &mdash;&nbsp;Martin <small>(
Coren,Berean Hunter,1,1,2012,"20:23, 20 July 2012",Ain't gonna be nobody doing a beat-the-nom support on ''my'' watch!  &mdash;&nbsp;
The Anonymouse,KTC,1,1,2012,"22:22, 19 December 2012","'''Support''' – good AfD/CSD, good edit history, great content work – I see no reason to oppose. '''"
TruPepitoM,Ryan Vesey,0,-1,2012,"08:39, 1 July 2012","'''Plain Neutral, Don't Ask''' I'd better ask then change my mind (or not, due to personal time conflict)"
Br'er Rabbit,SarahStierch,1,1,2012,"13:50, 21 July 2012",'''Support'''. No worries.
Reaper Eternal,Dpmuk,1,1,2012,"20:08, 13 February 2012",'''Support''' - Per nom.
28bytes,Faustus37,-1,-1,2012,"06:50, 24 April 2012","Looking at your Wikipedia: space contributions, there isn't enough participation there to give me a good idea how you would use the tools: I see only 17 edits total to that namespace. That's simply not enough ""behind the scenes"" experience for the admin toolkit. And it's not really clear from your answer to question 1 what you'd do with the tools if you had them."
Strike Eagle,Vibhijain,1,-1,2012,"14:08, 19 May 2012","'''Strong Support''' as the nominator. '''<span style=""text-shadow:2px 2px 3px #999;"">"
Ktr101,Scottywong,1,1,2012,"22:50, 24 March 2012",'''Support''' You have matured so much in the past year that I am more than willing to support.
ErikHaugen,Apteva,-1,-1,2012,"06:48, 30 November 2012","This candidate has been trying to make a small change to the style guide regarding dashes in proper names. This has been met with very little support, but this editor has dragged it on for months almost singlehandedly in many forums, starting multiple move requests on the same articles in close succession, dragging those to [[Wikipedia:Move review]] when they were closed early despite overwhelming rejection, etc. The candidate should have realized that consensus was overwhelmingly in opposition to the proposed changes, but instead chose to continue a disruptive campaign. The candidate lacks the judgment required of an administrator to work in the intended areas."
Vertium,QuiteUnusual,1,-1,2012,"11:06, 24 October 2012","'''Support'''  I believe that this entire process is too much like the litmus testing that a Supreme Court Justice must endure about hypotheticals and what one might do in some ''extremely'' specific circumstances.  Rather, I'd prefer to support this nomination based on historical activity and my expectation that an admin will act accordingly appropriate when given the mop."
DGG,Fayenatic london,1,1,2012,"05:38, 14 February 2012","'''Strong Support''' first, for having the sense to take time to think  before dealing with my admittedly tricky q.9--regardless of how it will be answered. And especially for being able, at q.10,  to convince an established person here that they might need to rethink a position, and most of all for being WP:Bold enough to do it at their own RfA, a place where most candidates are excessively cautious.   '''"
Rlendog,Sergecross73,1,1,2012,"14:22, 17 November 2012",'''Support''' - Don't see any issues.
AdabowtheSecond,Mark Arsten,1,1,2012,"22:43, 27 July 2012",'''Support''' Excellent editor.
Dennis Brown,History2007,1,-1,2012,"00:53, 16 June 2012","'''Support''' - Smart, determined, very independent, trustworthy, civil, dedicated, experienced and focused.  There are exactly the qualities I look for in a candidate.  Everything else can be worked out over time.  I am completely confident he will make an excellent admin in every area he applies himself.  Like Blade, had I known he was interested in seeking the admin bit, I might have been persuaded to co-nominate him."
Nikkimaria,Σ,-1,-1,2012,"01:35, 9 October 2012","'''Oppose''' per a bunch of people, but more broadly concerns about maturity and answers to questions/concerns."
Ret.Prof,Σ,1,-1,2012,"12:40, 3 October 2012",'''Support:''' I too had concern re speedy deletions. More effort to welcome or assist new editors is needed. Also the creation of bananaa is weird but this editor is a net positive. -
Sven Manguard,Dipankan001,-1,-1,2012,"17:26, 18 May 2012","'''Oppose''' was on the fence before seeing mabdul's list. Now I'm here. Sorry, but asking for a bunch of rights and asking for rights over and over again throws up all kinds of red flags."
Tomtomn00,Calabe1992,1,-1,2012,"20:42, 26 April 2012","'''Strong Support''': Editor in good standing, good history of anti-vandalism work. --"
John Broughton,Pol430,1,-1,2012,"01:43, 5 March 2012","'''Support''' - I don't share the criteria that those who oppose this candidate (so far) have used in their decisions; if that's the worst that can be said of this candidate, then I'm adding my support. (Once upon a time, becoming an admin was reportedly ""no big deal"", as in, let's lean in the direction of approving if no obvious reason to oppose. But that was then, and this is now; still, I'm a bit nostalgic for the past.) -- <font style=""font-family:Monotype Corsiva; font-size:15px;"">"
WereSpielChequers,Mlpearc,-1,-1,2012,"00:09, 7 August 2012","'''Oppose''' Per Q9 and especially Q10. Admins need to know when an edit is sufficiently contentious that it needs immediate reversion, and when it just needs to marked [citation needed], and they really must understand the difference between vandalism and goodfaith editing, ''"
Doctree,Ekabhishek,1,1,2012,"03:59, 16 August 2012",'''Support''' Likely to use the tool box well.
King of Hearts,Theopolisme,0,-1,2012,"16:56, 13 August 2012","'''Moral support'''. Come back after 6 months, and I'm sure you'll get a much better reception. -- [[User:King of Hearts|King of]]"
Courcelles,GiantSnowman,1,1,2012,"00:10, 3 February 2012",'''Support''' Qualified candidate.
Pichpich,Yngvadottir,1,1,2012,"15:02, 4 April 2012",'''Support''' Net positive. Yngvadottir definitely has a clue and appears to have the right temperament.
Fetchcomms,Ryan Vesey,0,-1,2012,"18:45, 1 July 2012","I like the paid editing userbox. While I am more of a traditionalist, I think Wikipedia needs progressive users. I'm quite concerned about the [[Youth Energy Summit!]] article. It's icky. <span style=""font-family:Georgia;font-size:80%;"">'''/"
SarekOfVulcan,Bbb23,1,1,2012,"16:04, 16 July 2012","'''Support''' Good answers to questions, appreciate ability to admit mistake and (hopefully) learn from them. --"
Go Phightins!,Farrtj,-1,-1,2012,"00:27, 18 October 2012","92% of your edits being made to article space is great. However adminship responsibilities often take place out of article space. You have made no contributions to Wikipedia talk space and very few contributions to Wikipedia space. I simply don't see experience of vandalism fighting, dispute resolution, etc., which you claim are areas you where you want to contribute as an admin. Additionally, you were recently warned for personal attacks [http://en.wikipedia.org/w/index.php?title=User_talk%3AFarrtj&diff=502696037&oldid=502307575 here] for your conduct at [[Talk:ENFP]] in the Alicia Silverstone section. That doesn't inspire much confidence for me in your dispute resolution or communication skills, two important qualities for an admin. I could go on, however I think it's clear that, though you're a very productive editor in mainspace and have made numerous valuable contributions (>1000 on one article, and not just a bunch of little grammar fixes!), I don't think you're ready for adminship yet."
Scottywong,Lord Roem,-1,-1,2012,"15:34, 11 June 2012","'''Oppose''' - Concerns with lack of experience.  Candidate plans on working in AfD, but has participated in less than 100 AfD's (with no NAC's).  He also has less than 5000 edits, and has had less than 12 months of active editing.  Overall, a good content contributor, but I don't see what the rush is.  I'd rather see another 6-12 months of activity."
Bmusician,Crisco 1492,1,1,2012,"13:25, 27 May 2012","→<font face=""Segoe Script"">"
John,Master&Expert,0,-1,2012,"20:57, 4 August 2012",'''Neutral''' per Dennis Brown. --
Michig,Lord Roem,-1,-1,2012,"19:38, 12 June 2012","Not yet. Appears to be a good editor, but lacks experience at this time. Solid contributions for a few more months and more to convince that the admin tools are needed and I would likely support in the future.--"
TParis,Bgwhite,1,1,2012,"15:13, 20 November 2012","'''Support''' I was going to support anyway, but I'm satisfied with the answer to my question as well.--v/r -"
Mr. Stradivarius,ItsZippy,1,1,2012,"18:27, 5 April 2012","'''Support'''. Definitely. I've had the pleasure of working with ItsZippy on the [[WP:DRN|dispute resolution noticeboard]], and I have seen him around at [[WP:AFD|articles for deletion]]. He is knowledgeable, has a good temperament, and is skilled at resolving disputes. I would definitely trust him with the mop. (By the way, [[User:Steven Zhang|Steve]], ""weird the mop""? Surely not. ;) — <b style=""text-shadow:0.15em 0.15em 0.1em #555; color: #194D00; font-style: oblique; font-family: Palatino, Times, serif"">"
Dank,Ktr101,1,-1,2012,"16:30, 22 December 2012",Enthusiastic support. - Dank (
John F. Lewis,Monty845,1,1,2012,"23:47, 25 November 2012",'''Support''' Why not? The user seems to be a good candidate hence I refer to my original statement: Why not?
Anthony Bradbury,Anbu121,-1,-1,2012,"23:08, 24 December 2012","'''Oppose''' I am sure that this editor is on the threshold of adminship, and oppose with reluctance. We all make mistakes, and I have made my share, but the mistakes variously highlighted here should not have happened, and as of now I do not feel cofident that similar errors could occur in the future. If we are to blame automated edits (which I do not use) this only highlights the need for them to be scrutinised before posting. --<font color=""Red"">"
Edinburgh Wanderer,Jeff G.,-1,-1,2012,"00:00, 10 February 2012",'''Oppose''' As Hj said some of the answers are plainly wrong and i don't see enough knowledge here that would demonstrate the ability to use admin powers fairly. The fact that this may just be another trophy also concerns me why would you create a Rfa a year before you use it.
Sjones23,Master&Expert,-1,-1,2012,"07:30, 2 August 2012","'''Oppose''' - While Mysterytrey's link does not worry me much, I don't think the level of activity from Master is enough for his intentions to become an administrator. [[Darth]] [[User:Sjones23|Sjones23]] ([[User talk:Sjones23|talk]] -"
Mr little irish,ItsZippy,0,1,2012,"10:01, 10 April 2012","'''Neutral''' I can't Support or Oppose, but I can wish the candidate good luck in the future. <span style=""background:#000"">"
Mike 7,Crisco 1492,1,1,2012,"08:42, 1 June 2012","'''Support''' - Seems like a reasonable, dedicated contributor.  No problems here."
Valenciano,Bbb23,1,1,2012,"07:59, 14 July 2012","'''Support''' answers to questions show the candidate is clued up on policy, while he hasn't created many articles, the ones he has done show sufficient awareness."
Pedro,Monty845,1,1,2012,"21:45, 26 November 2012","'''Support''' - Some of the opposers seem to be taking up the ""serial oppose"" batton, sadly on occasion with valueless comments. Of the more thoughtful oposition, yes more article work would have been nice but nothing to indicate tool misuse hence [[WP:NETPOS]]. <small><span style=""border:1px solid #0000ff;padding:1px;"">"
Puffin,Central Data Bank,-1,-1,2012,"15:04, 8 April 2012","'''Oppose''' Most of your recent page moves do not provide a reason, which is quite confusing if you want to find out why the page was moved and administrators need to explain why they did something to prevent confusion. Also, your edit summary usage is quite low which is also a concern. You have just under 3,500 edits, which is also a bit low, considering you have been here for around 5 years. There is also a lack of work in admin related areas such as [[WP:UAA]], [[WP:XFD]] ''et cetera...'' Reviewing your contributions and your answer to question 1, it doesn't seem like you have a need for the tools yet. I'm sure that one day you will make a great administrator, but just not now. '''"
Ihardlythinkso,Yunshui,1,1,2012,"07:59, 24 July 2012","'''Support'''. Always have a lot of respect whenever I see 'Yunshui' username at board game articles. Civil, thoughtful, knowlegable, community-minded."
Anthony Bradbury,SarahStierch,1,1,2012,"22:27, 27 July 2012","'''Support''' This support is obviously wholly unnecessary, but it is well deserved.--<font color=""Red"">"
GregJackP,KTC,-1,1,2012,"12:40, 26 December 2012","'''Oppose''', per Sandy and Salvio.  I highly respect both of these editors and find their reasoning compelling.  Although I have not have much interaction with RegentsPark or Trevj, their arguments are also valid.  <span style=""border:1px solid #900;padding:2px;background:#fffff4"">"
Isarra,De728631,1,1,2012,"15:35, 2 August 2012",'''Support''' Not paranoia-inducing. -—
Carnildo,Σ,1,-1,2012,"22:09, 8 October 2012",'''Support''' --
Dreadstar,Berean Hunter,1,1,2012,"23:57, 23 July 2012","'''Support''', very thoughtful and knowledgable editor, great attitude, will make a fine admin."
Meshach,Σ,1,-1,2012,"23:06, 8 October 2012",'''Support'''.  Valuable user who does lots of good work for Wikipedia and will make an effective admin.  Has shown to be willing to listen to other viewpoints and make adjustments when necessary (the signature for example).
Keegan,KTC,1,1,2012,"04:52, 24 December 2012","'''+''' ""I thought the user already was one"" cliché."
Scray,My76Strat,-1,-1,2012,"03:48, 28 November 2012",'''Oppose''' Problems with communication and poise make the candidate clearly unsuitable.  --
Kudpung,Mr. Stradivarius,1,1,2012,"04:37, 5 August 2012","'''Support'''. I have been watching  this since it  started and I thought I had already  !voted (sooo many RfAs to watch recently). Shame on me for not doing so earlier. No concerns - again, the early Worm is catching the good candidates."
Fly by Night,Yngvadottir,1,1,2012,"15:29, 8 April 2012","'''Support''' − A seemingly nice and knowledgeable editor who has spent a lot of time at the coal face making Wikipedia a better place. Good luck. <span style=""white-space:nowrap;"">—"
Phantomsteve,SarahStierch,1,1,2012,"22:29, 25 July 2012","'''Support''' No problems that I can see, a good editor and I suspect she will make a very good admin '''''"
Reaper Eternal,Avicennasis,1,-1,2012,"12:46, 21 May 2012","'''Support''' - per nom. He has done a lot of excellent work in various areas, but the statement in the nomination concerning when he began editing is somewhat disingenuous considering that one of his edits in 2007 was simply vandalism. I won't hold that against him, since it (obviously) hasn't been repeated and he has clearly matured in the past five years."
King of Hearts,Harrias,1,1,2012,"08:15, 27 November 2012",'''Support''' Seems good to me. -- [[User:King of Hearts|King of]]
Someguy1221,Apteva,-1,-1,2012,"11:14, 30 November 2012","'''Oppose''' based on Apteva's own comments in this RFA. I don't know if it's inexperience or something else, but xe has definitely demonstrated an insufficient understanding of, well, take your pick."
Jedd Raynier,De728631,1,1,2012,"09:32, 27 July 2012","'''Support''' This user is born to be an admin. He will be able to handle the tools properly. <font face=""Arial"">"
Sparklism,Ryan Vesey,1,-1,2012,"09:46, 6 July 2012","'''Support''' A few days ago I was going to oppose, based on the relatively short length of service, the 2011 block and other reasons people have stated as their oppose votes. Like others, I would also have hoped to support a second RfA in a few months time. However, Ryan's willingness to address what he perceived to be the unfair treatment of a fellow editor by an admin ''while his own RfA was still ongoing'' was a tremendously courageous thing to do, and the sensible comments he made as part of that ANI process have shed a different light on his character. While he may still be on the learning curve, Ryan has demonstrated that he is a judicious and passionate editor who holds the best interests of both the encyclopedia AND the community close at heart, and I no longer see any reason to delay awarding him the admin tools, since he has so clearly demonstrated his commitment to the project."
My76Strat,Bagumba,0,1,2012,"07:18, 27 August 2012","'''Neutral'''- Answer to Q6 lands me here. Good luck. <font color=""#FF4500;""><i>76</i></font><u>Strat</u>&nbsp;<small><sup>"
Peridon,AutomaticStrikeout,0,-1,2012,"18:19, 15 October 2012","'''Next time''' (so long as he/she doesn't go berserk in the meantime...). A good editor, with a lot of edits. However, I'm not sure that some more experience wouldn't go amiss. I'll be interested to see the answers to the newest questions."
Jehochman,Writ Keeper,1,1,2012,"11:46, 22 October 2012","'''Support'''.  Users can help in many different ways.  We should be easygoing about handing out access, and equally easygoing about revoking it.  This user seems to have a pleasant disposition and be clueful.  It doesn't take more than a year to demonstrate those characteristics."
Mysterytrey,SarahStierch,1,1,2012,"04:33, 21 July 2012",'''Support''' She seems to be genuinely trying to help and is never afraid to outreach -- just what should never be turned down in admins today.
Andrew Gray,Berean Hunter,1,1,2012,"18:51, 23 July 2012",'''Support''' - a sensible and reliable candidate.
B.wilson,GSorby,1,-1,2012,"07:15, 6 February 2012","'''Moral Support''' Please continue to edit Wikipedia and take the feedback given in the opposes to heart. Who knows, you'll be an admin before you know it! --<span style=""text-shadow:#808080 0.2em 0.2em 0.2em"">"
TyA,Σ,1,-1,2012,"04:40, 2 October 2012","'''Support''' - In my experience with Sigma on the world of IRC, he has proven himself to have the desire of the encyclopedia at heart and will be a valuable asset."
Beeblebrox,Yngvadottir,-1,1,2012,"17:41, 2 April 2012","'''Oppose''' I think this is going to be one of those RFAs where nearly every person who opposes you prefaces it with an apology or remarks that you seem like a great editor. You do, by the way, seem like a great editor. But ""great editor"" and ""decent administrator"" do not require the exact same set of skills. The minute you have the tools, you have them all. The reason for that is that generally you ''need'' them all, or at least most of them, to be effective as an admin. When confronted with a situation where protection is requested, the admin needs to be able to decide if semi protection, full protection, blocking some users, or no action at all is the correct response. (FYI getting involved in the dispute yourself is ''not'' an administrative action, and once you've done so you can't act as an admin in that situation per [[WP:INVOLVED]]) I don't think you have much experience in admin related areas, and I think part of the reason for that is that you don't want to. That's fine, not everyone needs to be an admin, we can use all the good content editors we can get. If you decide you actually want to do this, I'm sure you could acquire the needed experience in admin-related areas over the next few months. I'm not entirely opposed to specialist admins but handing out a mop to a user with little experience in policy matters so that they can correct grammar on one particular protected page is asking a bit much."
Fasttimes68,Mabdul,1,-1,2012,"19:57, 30 March 2012",'''Support''' The more admins in IRC the better.  He seems like he has the temperment for the tools.
Hahc21,Theopolisme,1,-1,2012,"00:39, 13 August 2012","'''Moral Support''' Although i consider that Theopolisme still needs to polish some of his skills, he will be an amazing anti-vandal admin. I have worked with him a lot at the CVUA and it's always glad to read his comments. A very good user with somewhat low contribution level and a lack of experience in some areas, but his desire to work on counter-vandalism and the good job he does at it is enough for me to support. —"
Kraxler,Northamerica1000,-1,-1,2012,"13:39, 7 November 2012","'''Oppose''' - [[User:Northamerica1000]] suffers from [[WP:Editcountitis]], and thus is IMO unfit to be an admin. Just one example: [http://en.wikipedia.org/w/index.php?title=Energy_crop&action=history/w/index.php?title=Energy_crop&action=history] : Everything is added piecemeal, including self-reverts (contrary to his assertion that he checks facts and sources). An admin who does not understand the function, or is unwilling to use, the ""Show preview"" button, would be a farce. To compare, see [http://en.wikipedia.org/w/index.php?title=104th_New_York_State_Legislature&oldid=521597065 here] (an article I started) what can be added in '''one''' edit."
Moe Epsilon,Harrias,1,1,2012,"07:56, 1 December 2012","Good luck. Regards, —"
Hut 8.5,Avicennasis,1,-1,2012,"18:39, 23 May 2012","'''Support''' candidate seems to be experienced, qualified and sensible, and I'm not impressed with the oppose rationales. Lack of participation in AfDs is not an issue, since the candidate doesn't intend to close AfDs, the answer to Q5 shows they have the good sense not to try, and we don't require potential admins to have experience in every admin-related area. Content contributions are essentially irrelevant for the vast majority of admin tasks, including all the ones the candidate has expressed interest in. '''''<font color=""#FF0000"">"
Balloonman,Figureskatingfan,1,-1,2012,"05:15, 14 February 2012","'''D-O-R-O-T-H-Y''' I worked with Figureskatingfan back in 2008 when she pushed to have some dumb article that I was working on to be FA quality.  I didn't think it would ever happen, but we worked on it (with her doing more than the lions share) until it passed FAC.  I worked on it, but never thought it would actually get there.  Still, I remember thinking at the time that she would make a great admin.  SO I took a look at her edits and I was disappointed that she had very little exposure outside of The Wiggles.  That was the only down side that I saw to her then.  Now that she's had 4 years to grow and expand, so I will be brewing some Rosy Tea for her.---'''"
Catfish Jim,GabeMc,1,-1,2012,"07:01, 27 April 2012","'''Support''' Good content work, mature attitude, level headed. Would be a net positive as an admin, given areas candidate intends to work in. '''''"
Keilana,Crisco 1492,1,1,2012,"18:00, 31 May 2012","'''Weak Support''' - I've been following this RfA for awhile, and I've been on the fence the whole time. I think that his grasp of deletion policy is not as strong as it could be, but I also think that the absolute terror of using the tools your first few months will ensure that Crisco doesn't perform any controversial deletions for awhile. He's done some good anti-vandal work and excellent work at DYK, and I have no qualms about him using the tools in those arenas. Therefore, though my support is weak, I feel that Crisco will be a net positive to Wikipedia as an administrator."
SudoGhost,Bbb23,1,1,2012,"03:29, 14 July 2012","'''Support''' - Although there doesn't seem to be any massive number of articles created, there does appear to be a lot of article space editing and content addition.  Article creation is a good thing, but you don't need administrative privileges for that; looking over the contribs there seems to be plenty of experience in the areas where administrative tools ''are'' used. -"
AutomaticStrikeout,Sergecross73,1,1,2012,"03:33, 15 November 2012",'''Support''' Was already inclined to support and the answers reaffirmed that.
EchetusXe,GiantSnowman,1,1,2012,"10:36, 29 January 2012",'''Support''' Frosty will make a great admin.--
Tryptofish,Zagalejo,1,1,2012,"23:21, 30 June 2012","'''Support'''. A well-rounded candidate whose interest in basketball well supports the intended use of the tools, and I don't see any red flags. The answers to questions make me confident that the candidate has plenty of clue, and has high standards. --"
Worm That Turned,Mabdul,1,-1,2012,"10:08, 26 March 2012",'''Support''' - What? Mabdul isn't an admin?
Reyk,Scottywong,1,1,2012,"21:17, 28 March 2012",'''Support'''- Supported last time. No reason whatsoever to change my opinion.
Bearian,QuiteUnusual,0,-1,2012,"13:47, 24 October 2012",'''Neutral''' per SomeGuy1221.
Joefromrandb,Berean Hunter,1,1,2012,"17:52, 27 July 2012","'''Support''' I haven't had the chance to look into this candidate as much as I wanted to, but I trust Dennis' judgement and 157 other supporters."
Vacation9,Harrias,1,1,2012,"13:14, 27 November 2012",'''Support'''. I am also very impressed with both his technical work and his content creation. He definetely deserves the mop.
Someguy1221,LuK3,1,-1,2012,"10:32, 1 December 2012",'''Support'''. No reason not to.
EdJohnston,Lord Roem,1,-1,2012,"19:16, 13 June 2012","'''Support''' - The candidate's work on legal articles, while limited, seems to be of good quality. I've watched Lord Roem's clerking from a distance and did not see any of his statements as being unusual or over the top. If we are wondering if someone really understands the issues that admins have to deal with, watching them clerk a difficult AC case is good stress test. Those who are not happy with his work there should be able to point to diffs from the history of [[Wikipedia:Arbitration/Requests/Case/Fæ/Evidence]] that they disagree with.  One oppose voter criticized [http://en.wikipedia.org/w/index.php?title=User_talk%3ADelicious_carbuncle&diff=497408343&oldid=497405754 this diff] from LR's clerking as being snarky, but it seems harmless to me. Perhaps the wrong diff was picked."
Trusilver,Ekabhishek,1,1,2012,"02:06, 10 August 2012",'''Support''' moved from oppose. It doesn't matter if this editor has no experience in projectspace. He's obviously trustworthy and clueful. I can't think of any scenario where giving him the bit wouldn't be a net positive.
Samsara,Bgwhite,-1,1,2012,"23:35, 19 November 2012","'''Oppose''' Like Ottawahitech, I would be concerned about an editor who, as the nominator states, does a lot of prodding, including the nominator's own articles. A lot of WP content disappears simply because people aren't around to contest the PRODs. Giving this person deletion rights would mean that one less pair of eyes sees these articles before they go ""poof"". So a ""no"" from me unless more details can be provided of these PRODs - what were they, and how many were successfully contested? [[User talk:Samsara|Samsara]]&nbsp;([[User:Samsara/Animal FA requirements|FA]]&nbsp;<small>•</small>&nbsp;"
GabeMc,SarahStierch,1,1,2012,"21:55, 23 July 2012",'''Support''' - This is an easy bandwagon support. Nom has a clean record and and excellent history of productive edits. I look forward to seeing you with the bit! ~
