SRC,TGT,VOT,RES,YEA,DAT,TXT
Frank,Cobi,1,1,2009,"12:10, 3 August 2009","'''Support'''. <small><span style=""padding:2px;border:1px solid #000000"">"
Nihonjoe,Skomorokh,1,1,2009,"20:54, 7 July 2009",'''Support'''. I see nothing in his history which indicates the tools would be abused. I think making Skomorokh an admin would be a great benefit to the site. ···
-Ril-,Itsmejudith,0,-1,2009,"02:16, 12 January 2009","'''Neutral''' (but I would have been a support) Choose your nominators more carefully next time. This time, you're screwed because of a bad choice. I don't fully blame this on the nominee, but I'm guessing that since you know Moreschi well enough to let him/her nom you, you would know that s/he would do something like this. But it's a possibility that this is a first, so I don't ''fully'' blame you. <font face=""terminal"">[[User:Flaming|flaming]][[User talk:Flaming|lawye]]"
MichaelQSchmidt,Amorymeltzer,1,1,2009,"02:07, 11 November 2009","'''Support''' Though some worry over the lack of content creation, carrying the mop entails being able to dedicate onself to Admin duities... and in this, the candidate appears reasonable and knowledgeable. '''"
Giano II,Everyking,1,-1,2009,"11:58, 12 May 2009","'''Support''': I am delighted to see Everyking here.  I don't always agree with him and he has made mistakes in the past - who has not? However,  I am convinced he has the best intentions for the project at all times. When an editor has been around for as long as he has, taken all the knocks and still supports the project, then Adminship should now  be honorary and unopposed. Wikipedia is fortunate such people exist.  I have seen too many editors come, be adminned within 5 minutes, without a clue of really what is what, damage the project and then disappear. Everyking fits every requirement I have for an Admin worthy of trust and  respect. I think this is the strongest endorsement I have ever mad for a candidate, so I hope it's not also the kiss of death."
Hoary,Orlady,1,1,2009,"17:06, 11 April 2009","'''Support'''. Has a large quantity of clue. Yes, some of the oppose votes do say things that are worth saying -- and I'm grateful that they link to such stunning sights as [http://en.wikipedia.org/w/index.php?title=The_Political_Quarterly&diff=208001703&oldid=208001603 this] (blackly hilarious, though not by Orlady) -- yet the negatives seem overblown. --"
Chasingsol,Enigmaman,1,-1,2009,"12:34, 13 January 2009","'''Support''' I just spent the past hour reading over the veritable cornucopia of discussion on the talk page in regards to CU and the edits that Enigma made while logged out. I agree with many people that some of those edits are highly questionable. I do however respectfully disagree with those who oppose because of this reason. All told, we're looking at a tiny fraction of the edits that Enigma has made in his time here. We ALL make mistakes, a few transgressions are forgivable. We desperately need good dedicated administrators. Enigma would be a good one. Hence why I support. --"
Ottava Rima,Salavat,-1,-1,2009,"18:02, 20 November 2009","'''Opppose''' - unfortunately, I had the same exact feeling as Black Kite above. It is just one of those lines."
Soap,Jafeluv,1,1,2009,"16:01, 1 September 2009",'''Support''' Has good motivations and good reasons for running.  -- ''<B>
Rjanag,OverlordQ,0,1,2009,"22:18, 13 March 2009","'''Neutral''' From glancing at [http://en.wikichecker.com/user/?t=OverlordQ&l=all OverlordQ's editing history] (using wikichecker), I noticed his/her activity seems very sporadic...there are weeks at a time with no edits or only a couple edits, then several-day-long bursts with hundreds of automated HG/TW edits.  That isn't necessarily something to oppose for, since it just means the user has a life (and, besides, if he/she is planning to use admin tools to facilitate bot work and things like that, there's still a good case for giving him/her the tools), but it does at least make me wonder.  I know admins aren't required to devote their lives to Wikipedia or to even use the tools at all, but at the same time, should there be a certain level of dependability in when you can expect an admin to be around? <b class=""Unicode"">"
Triplestop,Plastikspork,1,1,2009,"02:20, 19 June 2009",'''Support''' Go for it
Seraphimblade,Ucucha,1,1,2009,"21:03, 12 December 2009","'''Support''', already has experience as an admin on the Dutch Wikipedia, a check through contribs shows good judgment and communication skills, and the answers to the questions (especially #6) were thoughtful and well considered."
Giants27,FlyingToaster,1,-1,2009,"13:58, 20 February 2009",'''Support''' No worries everyone makes mistakes so certaintly support.--<!-- BEGIN SIGNATURE -->
IMatthew,ArcAngel,1,-1,2009,"20:28, 14 September 2009",Per WSQ and COM. '''
Wehwalt,The ed17,1,1,2009,"11:18, 20 September 2009","'''Strong support''' Sorry to be so late, but I'm on tour, as usual.  I was one of the principal opposers who helped sink the nom last time, but Ed has lived down the episode, and his achievements speak for themselves.  Expect he will be a tremendous net positive as an admin.--"
Risker,LinguistAtLarge,1,1,2009,"07:41, 21 March 2009",'''Support'''.
Giants27,Drilnoth,1,1,2009,"21:47, 6 April 2009",'''Support''' Per [[User:Patton123|Patton]].--
Download,Smith609,1,1,2009,"20:20, 21 March 2009","'''Support''' Per [[User:Looie496|Looie596]].  <font face=""Papyrus"">'''<font color=#9966CC>-</font>[[User:Download|<font color=#7B68EE>down</font>]][[User talk:Download|<font color=#9966CC>load</font>]] <font color=#7B68EE><nowiki>|</nowiki></font>"
Bsimmons666,MZMcBride,-1,1,2009,"00:48, 29 August 2009","'''Oppose'''. Honestly, I don't know if there's any way I could ever accept such a recent Arbcom incident. Also, I do think the 'abusive sock' bit is misleading; however, that does *not* (sorry for brainfart typo) factor into my oppose. Sorry :("
Craftyminion,Dr.Szląchedzki,-1,-1,2009,"08:40, 26 October 2009",'''Oppose''' - What Avi said.
Jusdafax,The ed17,1,1,2009,"09:47, 23 September 2009","'''Support''' Awesome, and I don't use that word often or lightly. Good luck! <font color=""green"">"
Protonk,Fences and windows,1,1,2009,"17:39, 17 November 2009","'''Support''' With some very minor reservations.  I do want to note the breadth of impressions this candidate has left on voters vis a vis his ""deletion"" stance.  That should be a cautionary note for anyone interested in painting candidates with broad strokes--one person's deletionist is another person's inclusionist."
Xavexgoem,Jake Wartenberg,1,1,2009,"03:25, 21 August 2009",'''Supportalicious'''
Tanthalas39,Patar knight,1,1,2009,"02:43, 21 June 2009","'''Support''' per nom, and discussions like [http://en.wikipedia.org/wiki/User_talk:CardinalDan/Archive_6#CSD.23G3 this]. All evidence points towards a reasonable editor who has the interests of the project at heart."
DiverseMentality,Itsmejudith,-1,-1,2009,"23:49, 17 January 2009","'''Oppose'''. I was completely unhappy with [http://en.wikipedia.org/w/index.php?title=Wikipedia:Requests_for_adminship/Itsmejudith&oldid=263523914 this version] of the RfA. The unacceptable answers, the ''change'' of the answers and <s>the canvassing by the co-nominator</s> the unnecessary answers provided by [[User:Moreschi|Moreschi]] to the questions push me over to oppose."
Iamawesome800,Roux,1,-1,2009,"15:10, 1 January 2009","'''Support''' He deserves this thorugh strong contributions.--<!-- BEGIN SIGNATURE --><font face=""tahoma"">"
SoWhy,Mentifisto,1,1,2009,"13:27, 19 March 2009","'''Support''' - I see no reason why not. Speedy work is fine (which is, as usual, what I look at first ;-)). I do advise you to take Q4 and the oppose by Caspian Blue to heart and do not edit other people's comments and try to be more careful when posting such opinions. I am though convinced you will do that, so it's nothing to stop me from supporting. Regards '''"
Sky Attacker,Davemeistermoab,-1,1,2009,"22:03, 8 July 2009","'''Oppose'''I'm sorry but looking at the comments above it is clear that you might not be ready for the areas that you want to work in as an administrator. However, become a bit more experienced and come back to RfA in a few months and maybe then you'll have my support.--"
Pedro,Bellhalla,1,1,2009,"21:17, 2 November 2009","'''Support''' Despite my deep-seated concerns over the number of cats.... <small><span style=""border:1px solid #0000ff;padding:1px;"">"
23prootie,Sky Harbor,1,1,2009,"11:07, 21 August 2009","'''Weak Support''' - There is currently a lack of actice Filipino admins, so okay...--"
Pax85,Cobi,1,1,2009,"05:59, 3 August 2009","'''Support''' Proven trusted user, and he knows his way around... I think he will do a great job with the mop and bucket... -"
Doc Quintana,Tango,0,-1,2009,"00:35, 13 October 2009",'''Neutral''' in the hopes of moving on. Now's not the time.
Kingoomieiii,Fences and windows,1,1,2009,"17:46, 17 November 2009",'''Support'''. Clear and concise judgment across the board. --
Mifter,A new name 2008,0,-1,2009,"15:54, 13 September 2009","'''Neutral''' Your vandal fighting contribs are great, but your lack of as David Fuchs would put it ""audited contribs"" combined with your previous accounts, leaves me a little wary to support but doesn't dissuade me enough to oppose.  Best,"
Jmundo,PeterSymonds,1,1,2009,"07:19, 18 January 2009",'''Support'''. The lesson was learned and the user is well trusted. --
Reyk,Orlady,1,1,2009,"21:29, 8 April 2009",'''Sure'''- why not? Seems to have a good head on her shoulders.
Scarian,TheDJ,-1,1,2009,"01:41, 20 April 2009","'''Weak oppose''' - I don't like ""they deserved it"" in answer for number three. Life doesn't work like that and it seems like quite a petty and immature stance to have. While I admire your work and enthusiasm, that little sentence ruined the deal I'm afraid."
Download,Fastily,1,1,2009,"05:58, 5 July 2009","'''Support''' Very good work; good dealings as well.  :)  <font face=""Papyrus"">'''<font color=#9966CC>-</font>[[User:Download|<font color=#7B68EE>down</font>]][[User talk:Download|<font color=#9966CC>load</font>]] <font color=#7B68EE>׀</font>"
IMatthew,Wikiwoohoo,1,-1,2009,"23:49, 3 March 2009","{{User:IMatthew/V}} Strongly! <font face=""cursive"">'''"
JamieS93,kylekieran,-1,-1,2009,"20:54, 22 August 2009","'''Oppose''' for the reasons listed by iMatthew. You only have about 90 edits, which isn't enough experience for an administrator. As a general rule of thumb, administrators usually need have at least <s>5,000</s> 3,000 edits and 7 or 8 months of active editing experience. This RfA will most likely [[WP:NOTNOW|not pass at this time]], but you may wish to review past [[WP:Unsuccessful adminship candidacies (Chronological)|unsuccessful RfAs]] and [[WP:Successful requests for adminship|successful RfAs]] to get a feel for what the community wants to see in admin candidates. Try coming back after another few months of experience in various areas of Wikipedia, and let me know if you have any questions. :)"
Aaroncrick,Beeblebrox,1,-1,2009,,'''Support''' - Everyone needs a second chance. '''
King of Hearts,TheDJ,1,1,2009,"05:36, 21 April 2009","'''Support'''. Although Q3 is a bit shaky, this user gives me an excellent overall impression in maturity and experience. Clearly knows the ropes. -- [[User:King of Hearts|King of]]"
the ed17,Fribbler,1,1,2009,"20:21, 6 August 2009","'''Support''' per NW&mdash;4000, DYK work, CSD's ok, ref desk = okay for me. Cheers, —<font face=""Baskerville Old Face"">"
IMatthew,WereSpielChequers,1,1,2009,"23:08, 5 February 2009","'''Support''' - I remember you, my ""RfA partner"" from last time (our RfA's were closed one after another). I remember you then, and you've gotten so much better since. Cheers, <font face=""cursive"">'''"
Neurolysis,ZooFari,1,-1,2009,"01:39, 6 April 2009","'''Moral support''' - You're a good faith user with good contributions - if you sort out the sort of issues being mentioned in the oppose section your next RfA has every chance of going much more swimmingly than this one is. Don't be discouraged. :) <font face=""Trebuchet MS""><b>—&nbsp;"
OllieFury,The ed17,1,-1,2009,"21:24, 6 January 2009","'''Strong Support'''. A great guy and someone who voluntarily stepped in to adopt me back in September when all the users I wrote to weren't available. Since then he's taught me all about Wikipedia- he's even persuaded me to start writing substantial articles, something I never thought I would do before. I do have to be slightly critical in that I think Ed could do with frequenting the main areas that administrators work in more, but I know through his mentoring that he is knowledgeable in all these areas anyway. He is also a very nice guy in general, his manner etc and he doesn't lose his temper. This is getting way too long so I'll cut it here. He'll be a great admin. I have no doubt! <font face=""Goudy Old Style""> '''"
Jclemens,Tango,1,-1,2009,"05:52, 13 October 2009","'''Support''' for having the guts to both maintain the fundamental rightness of your actions, acknowledge that the community saw things differently, and still put yourself through this."
Wizardman,Red Thunder,1,-1,2009,"15:29, 1 January 2009",Can we just gives him the darn tools already?
ArchonMagnus,CRGreathouse,1,1,2009,"01:15, 11 January 2009","'''Support''' - I thing CR would be an good choice for admin as this user seems unlikely to abuse the tools granted to him.  In regard to the dissenters, I think that a knowledge of the tools is what primarily counts.  Far too often we tend to forget that edit counts mean little to the efficacy of an individual.  Heck, every time I try to use AfD, UAA, AN/I, etc.  I'm usually beaten to the punch anyway.  Therefore, I don't think that a lack of their use in his contributions listing should be weighted negatively.  Good luck!  —[[User:ArchonMagnus|<span style=""color: #050; font-family: sans-serif; font-size: 1.1em;"">Archon Magnus</span>]]<sup>([[User talk:ArchonMagnus |Talk]] |"
Narthring,Fences and windows,1,1,2009,"04:26, 19 November 2009",'''Support'''  Has done a good job so far.
Aitias,Patar knight,1,1,2009,"18:17, 23 June 2009",'''Support''' —&nbsp;
Aqwis,Kww,-1,-1,2009,"17:53, 10 October 2009","'''Oppose''', [http://en.wikipedia.org/w/index.php?title=Wikipedia_talk:Notability_%28fiction%29&diff=202544073&oldid=202542955] is unacceptable. --"
Backslash Forwardslash,Teratornis,-1,-1,2009,"08:13, 28 March 2009","'''Oppose''' I do not feel comfortable given the communication concerns, pretty much agree with Neuro's neutral. &lowast;"
,Audi152,1,-1,2009,,
South Bay,AlexiusHoratius,1,1,2009,"01:53, 2 April 2009","'''Support''': Not enough Administrators currently. <font style=""font-family:Monotype Corsiva; font-size:17px;"">"
Patton123,Spinningspark,1,1,2009,"10:22, 9 April 2009",A really great and knowledgable user. He will be an even greater asset as an admin.--
Trusilver,OverlordQ,1,1,2009,"18:35, 15 March 2009",'''Support''' Unlikely to break the Wiki or delete the main page.
Shimgray,Jake Wartenberg,1,1,2009,"15:00, 22 August 2009",'''Support'''
DougsTech,Toon05,-1,1,2009,"20:42, 2 April 2009",'''Oppose''' Too many administrators currently.
SoWhy,Tinucherian,1,1,2009,"20:26, 15 October 2009",'''Support''' I cannot find any reason why the candidate would be a bad admin. Regards '''
SparksBoy,Cobi,1,1,2009,"19:44, 4 August 2009","'''Support''' while I acknowledge the fact that Cobi does not have much experience in areas that ''some'' administrators do. He has contributed to wikipedia in some ways that edits cannot. I do not believe that someone should automatically be opposed because of automated edits, edit counts, or any quantity factor in the persons contributions. I believe it's how the edits (or contributions such as creating one of the most used/best bots out there) impact wikipedia, and Cobi has done that. There are administrators that do not use their tools, nor do they have any experience/use for them (will not mention names here to prevent a conflict), but I see instances where Cobi has the potential to use these tools greatly. Good luck <B><font color=""green"">SparksBoy </font></B>("
Aunt Entropy,IMatthew,-1,-1,2009,"18:31, 19 September 2009",'''Oppose''' per the immature attitude I've seen from the candidate on RFAs and RFBs. We need admins know how to handle and reduce conflict in a calm and mature manner and I don't see that coming from this editor.
Dabomb87,Cobi,1,1,2009,"22:57, 3 August 2009","'''Support''' I'm usually wary of a lack of content work, but his work with one of the most helpful bots that help content editors and maintainers convinced me."
Ched Davis,Dr. Szląchski,-1,-1,2009,"01:16, 24 September 2009","'''Oppose''' I'm sorry Doc, you'll need a little more experience first. — <small><span style=""border:1px solid #000000;padding:1px;""><b>"
Newyorkbrad,Nja247,1,1,2009,"22:42, 8 February 2009","'''Support'''. Fully qualified candidate, no concerns."
Bwilkins,MZMcBride,1,1,2009,"18:33, 3 September 2009","'''Support''' Humans make mistakes.  Good humans learn from them.  Seems like a good human. ([[User talk:Bwilkins|<font style=""font-variant:small-caps"">talk→</font>]]<span style=""border:1px solid black;"">'''&nbsp;"
Dlohcierekim,Cryptic C62,0,-1,2009,"16:10, 1 March 2009","'''Neutral leaning support''' A great user who just needs more experience in the admin related areas and/or more substantial article building. I saw only a few edits to the admin areas. Username related work is of no interest me in a candidate who wants to do CSD work. AFD work dovetails into CSD. AIV does as well, because you sometimes wind up blocking article creators that are creating vandalism and other problem articles. There are two broad paths one can go by to win my trust for RFA. One is the article builder/creator specialist who has done a substantial amount of encyclopedia building and also demonstrates knowledge of the block/protect/delete  policies or enough common sense to trust with the tools. (I see a hint of this, see question below. Most of what I saw was Wikignoming.)  The other is the admin related specialist who has substantial experience in the admin related areas and has also done wikignome and/or article building to a lesser degree. (Your user page says you've created 16 article. I only saw three. You also list some FA's/GA's there. Can you point me to significant edits to those?) Cheers,"
Lankiveil,JamieS93,1,1,2009,"10:20, 6 May 2009","'''Support''', same as last time.  No evidence that user will abuse the tools, and by my observation a lot more mature and level-headed than a great many older editors here that should know better.  Just the sort of characteristics that I want to see in an admin."
Radiantenergy,ThaddeusB,1,1,2009,"01:20, 27 July 2009",'''Support''':
Graeme Bartlett,Materialscientist,1,1,2009,"05:21, 19 October 2009",'''Support''' I have seen much useful work from this editor.
Newyorkbrad,Ronhjones,1,1,2009,"15:04, 24 November 2009","'''Support'''. Fully qualified candidate. I don't agree with every single word the candidate wrote in response to the questions, but neither do I think it is necessary that I do so in order to support. Nor do I think that a candidate needs to have experience relating to every possible administrator task before being entrusted with the tools. The candidate has ample and positive experience in the primary areas within which he intends to work, which are important ones, and that is sufficient."
Garden,Wadester16,1,-1,2009,"09:47, 10 February 2009","Appears to have [[WP:CLUE|clue]], a level head and maturity in bucketloads.  Although this request isn't likely to pass due to [[WP:EDITCOUNTITIS|editcountitis]] I wish you the best of luck. <small><span style=""border:1px solid #006600;padding:1px;"">"
TreasuryTag,SE7,-1,-1,2009,"19:12, 18 March 2009","'''Oppose''' per Spartacus. <font color=""#A20846"">╟─"
Frehley,Gaia Octavia Agrippa,-1,-1,2009,"00:42, 6 May 2009","'''Oppose''' per SoWhy. The user means well but I do not think they are ready yet. [[User:Frehley|<font face=""Old English"" color=""0d254c"" size=""4"">Fre</font>]]"
Ret.Prof,Tinucherian,1,1,2009,"15:05, 17 October 2009",'''Strong Support:''' Thanks for making yourself available to do this job. You handled some unfair comments in a calm and sensible fashion. I was particularly impressed with the comments you left on Crafty's home page [http://en.wikipedia.org/w/index.php?title=User_talk:Craftyminion&diff=319815534&oldid=319815499] as opposed to mine. [http://en.wikipedia.org/w/index.php?title=User_talk:Craftyminion&diff=320363721&oldid=320357479] You won his support while all I did was <s>piss him off</s>  upset him.  For me it was a  '''teachable moment'''. I plan to work at following your great example. -
Malinaccier,WWEYANKS52,0,-1,2009,"15:35, 21 February 2009","I do not think you have enough experience in the projectspace.  Try checking out [[WP:ADMIN]] for administrative areas that admins participate in for experience.  If you get this experience and run again, I will definitely support.  Sorry, <font  face=""georgia"">'''"
GT5162,Neurolysis,1,-1,2009,"20:46, 6 April 2009","'''Support''' Neurolysis has been very active in a wide range of areas across Wikipedia and is very trustworthy. In my opinion, he has improved greatly in the last six months since his last RfA and would be very helpful as an administrator."
Techman224,Hereford,-1,-1,2009,"00:15, 23 January 2009","'''Oppose''' - Your answers to your questions are too short. One thing you can do what I saw is that one user who had a RFA did short answers and then below that, put in the longer answers."
Letsdrinktea,Ged UK,1,1,2009,"21:48, 15 March 2009","'''Support''' Looks good <font color=""maroon"">"
Pharaoh of the Wizards,FlyingToaster,1,1,2009,"20:16, 11 May 2009",'''Strong Support''' User has been around since March 2006 and checked the track and find the concerns of the previous RFA have been overcame.The user has overcame the concerns like in deletion tagging and further the conerns raised by  User Sowhy which made the previous RFA fail is the nom of this RFA shows the user has worked extremely positively towards overcaming the concerns  .Further fully trust the judgement of Acaramari who is the co nom.
Timmeh,Someguy1221,1,1,2009,"01:59, 24 March 2009",'''Support''' Would use the tools well.
Majoreditor,Runningonbrains,1,1,2009,"06:41, 16 May 2009","'''Support'''. What's not to like? The candidate is a great content builder, is experienced, works well with others and has a clue."
Doc Quintana,Basket of Puppies,1,-1,2009,"13:33, 11 December 2009",'''Support''' per answer 9.
Fastily,Mentifisto,1,1,2009,"03:24, 19 March 2009","'''Support''' - thought he already was one -<span style=""font-family: Trebuchet MS"">"
EdJohnston,Sky Harbor,1,1,2009,"21:15, 26 August 2009","'''Support''' - Good answers, no concerns. It is beneficial to Wikipedia to have admins from many different parts of the world, so that disputes can be addressed by people who have some local knowledge."
David Fuchs,Fences and windows,1,1,2009,"00:54, 17 November 2009","'''Support''' his AfD record appears strong, and judging from his contributions I think that his rescue work, cleanup and sourcing meet my standards for contributions. <font color=""#cc6600"">"
Sky Attacker,Timmeh,1,-1,2009,"20:36, 23 June 2009","'''Support''' This user appears to have a good knowledge of how to handle incidents on Wikipedia. I also agree with Cyclonenim above, he made the right call on DougsTech.--"
Keepscases,Camw,1,1,2009,"20:46, 4 March 2009",'''Support'''
Jusdafax,ZooPro,-1,-1,2009,"06:04, 26 September 2009","'''Oppose''' per Roux and others with concerns regarding number of edits. Now that I'm over 1000 edits I'm just finding out how much there is to learn here. Best of luck to you in the future, however, should you wish to pursue this.  We have had some great candidates come through in the past week, study their qualifications to get an idea of what is being looked for. <font color=""green"">"
MBisanz,R'n'B,1,1,2009,"01:16, 18 January 2009",'''Support''' '''
Fastily,Mifter,1,1,2009,"00:41, 2 June 2009","'''Support''' Why not? -<span style=""font-family: Trebuchet MS"">'''"
Jehochman,Kww,1,-1,2009,"05:09, 6 April 2009","'''Support''', having known him for a long time."
Sarah,Pr3st0n,0,-1,2009,"06:04, 23 September 2009",Not going to oppose as the outcome is apparent but cannot support due to the obvious reasons discussed above.
Dank55,LinguistAtLarge,1,1,2009,"16:59, 23 March 2009",'''Support'''. - Dan
Aaroncrick,MacMed,-1,-1,2009,"11:32, 27 August 2009",'''Oppose'''. Because of lack of contributions. '''
Stifle,Tedder,1,1,2009,"09:20, 16 July 2009","'''Support'''. No reason not to. Users should remember that this is a discussion of whether Tedder, if elected, will use the admin tools properly."
ReverendWayne,A new name 2008,1,-1,2009,"03:52, 15 September 2009","'''Support'''.  Sufficient experience under current name to be trusted with admin tools.  With Thatcher's confirmation, no concerns about the old account."
Firestorm,Laser brain,1,1,2009,"18:09, 8 May 2009","'''Support'''. I have every reason to believe that this user will be an ideal admin. <span style=""font-family:Copperplate Gothic Bold"">"
Goodmorningworld,Wadester16,0,-1,2009,"19:16, 13 February 2009","'''Neutral, leaning to Oppose''' - I appreciate candidate replying to my question. The answer was not to my liking; in my opinion candidate misses the gravity of the problem and is mistaken about the utility of existing remedies. However, candidate does deserve credit for taking the time to write out a thoughtful response instead of simply dropping in some boilerplate verbiage. On the plus side, candidate is not a mouthbreathing wannabe Abu Ghraib guard, nor a ritalin-addled videogamer, and has actually lived long enough to attain the age of majority. On the minus side, I do not have enough of an idea regarding candidate's outlook and personality, or candidate's track record mediating disputes with a view towards supporting good-faith editors over passive-aggressive obstructionists, Wikilawyers, drama mongers, haters, bigots, and single-purpose accounts. Until I see such evidence, I am unable to support.--"
S Marshall,Vicenarian,-1,-1,2009,"23:14, 18 August 2009",'''Not yet'''.  I'd like to see a little more of this candidate first.—
Pastor Theo,Someguy1221,1,1,2009,"00:07, 19 March 2009",'''Support''' No problems here.  Good luck!
Mailer diablo,Wtmitchell,1,1,2009,"17:32, 20 June 2009",I'm
FeydHuxtable,Until It Sleeps,1,-1,2009,"10:13, 21 August 2009","'''Strong Support'''  Great user defending the work of others and protecting our readers experience,  which he’ll be able to do even better with the tools.  Also per Ottava and Stifle."
Jonathunder,Polargeo,-1,-1,2009,"21:42, 21 December 2009",'''Oppose''': some more experience would be desirable first.
Cirt,Ottava Rima,-1,-1,2009,"04:03, 1 April 2009",'''Oppose''' - Concerns about temperament and lack of restraint. '''
Ben MacDui,Kateshortforbob,1,1,2009,"17:03, 11 July 2009","'''Support''' per [[User:Anthony.bradbury|Anthony.bradbury]]'s comment above and discussion under ""neutral"" below."
A8UDI,Ronhjones,1,1,2009,"20:24, 20 November 2009","'''Support''' Why not? The faster the vandals are gone, the better."
Nn123645,OverlordQ,1,1,2009,"19:46, 15 March 2009","'''Support''' No reason why not, while OverlordQ is not the most prolific article writer there is no reason to believe he can't do the job or would do poorly at it. —"
Axl,Camw,0,1,2009,"18:51, 4 March 2009",'''Neutral'''. Generally good contributions. However Camw should work on more content creation and demonstrate good interactions with other editors.
Giants27,Beeblebrox,1,-1,2009,"13:18, 25 May 2009","'''Support''' Per Ched and [http://en.wikipedia.org/w/index.php?title=Wikipedia_talk:Requests_for_adminship&diff=292135443&oldid=292121177 this] edit to [[WT:RFA]].--[[User:Giants27|<font face=""Bauhaus 93"" color=""black"" size=""3"">Giants27</font>]] (<span>[[User talk:Giants27|<font color=""black"">t</font>]]</span>|<span>[[Special:Contributions/Giants27|<font color=""black"">c</font>]]</span>|<span>[[Wikipedia:Editor review/Giants27|<font color=""black"">r</font>]]</span>|<span>"
DougsTech,Foxy Loxy,-1,1,2009,"16:33, 11 April 2009",'''Oppose''' Too many administrators currently.
SandyGeorgia,Rjanag,1,1,2009,"03:51, 5 May 2009","Just figured out this was Politizer, Support."
RegentsPark,SpacemanSpiff,1,1,2009,"17:09, 8 December 2009",'''Support'''. Per [[User:Drmies|Drmies]]. --
Pharaoh of the Wizards,Abecedare,1,1,2009,"09:43, 1 October 2009",'''Support'''  Has been around since Oct 2006.Good Track and see no concerns and feel the project will only gain with the user having tools.
Spitfire,Mikaey,1,-1,2009,"09:50, 5 March 2009","'''Support''' Huge dedication to recent changes patrol, seems to always stay cool when reverting, which is more then I can say for myself, havn't really talked to Mikaey at all, but looking around, seems to be a very nice person with good humor"
Samir,RegentsPark,1,1,2009,"01:16, 28 January 2009",
Modernist,Mjroots,1,1,2009,"03:57, 24 September 2009","'''Support''' Clearly a hard worker, chasing windmills is a good sign..."
Pastor Theo,Rjanag,1,1,2009,"19:46, 28 April 2009",'''Support''' No problems here.  Good luck!
Versus22,Bettia,1,1,2009,"00:30, 3 March 2009","'''Support''' Looks good to me! I don't think he'll abuse the admin tools. Best,"
Pedro,The ed17,1,-1,2009,"15:50, 6 January 2009","'''Weak Support''' I agree with a lot of Ryan's oppose, but in fairness the candidate has made it clear from his Q1 he's not going to go rushing off to AIV or CSD the moment he gets the bit, if this RFA passes. Clearly commited and if he just uses the tools occasionaly that's still all to the good. I would have prefered more project space experience, but I think the [[User:Pedro/Net Positive|concerns are out-weighed by the benefits]]. <small><span style=""border:1px solid #0000ff;padding:1px;"">"
American Eagle,Tnxman307,1,1,2009,"22:01, 11 March 2009","'''Support''' &ndash; will do finely as an admin. '''[[User:American Eagle|<font color=""#6B8AB8"">TheAE</font>]]''' [[User talk:American Eagle|<font color=""#6B8AB8"">talk</font>]]/"
Smithers7,2over0,1,1,2009,"01:30, 20 November 2009","'''[[User:Smithers7/RfA|Support]]''' - Fine candidate indeed! '''<font face=""Mistral""><big>"
Fastily,Arbitrarily0,1,1,2009,"04:08, 10 November 2009","'''Support'''. Why not? -<span style=""font-family: Trebuchet MS"">'''"
JGHowes,Mifter,1,1,2009,"04:45, 1 June 2009","'''Support'''. Especially impressed by answer to Q5. This indicates a careful, well-reasoned approach to using the admin buttons, keeping in mind ""what's best for the project"" at all times. <i><b><small><span style=""border:1px solid black;padding:1px;"">"
Malinaccier,Shoessss,0,-1,2009,"22:37, 5 October 2009","Intelligent editor, but might not make a good administrator due to issues raised--especially with demeanor. '''"
Malleus Fatuorum,Bwilkins,-1,-1,2009,"17:08, 15 April 2009","Perhaps the unseemly saga described by Goodmorningworld below was out of character, but it happened too recently, to be dismissed as such. --"
Craftyminion,Amorymeltzer,1,1,2009,"23:21, 8 November 2009",'''Support''' - passes muster in my ivory tower.
Juliancolton,IMatthew,1,-1,2009,"15:31, 19 September 2009","[[User:Juliancolton/RfA rationale|Support]]; yes, he can be immature at times. Yes, he can be a bit... err, stern at times. But there's no doubt in my mind that iMatthew isn't acting with only the best of intentions. Per Ottava's well-written nomination, I trust the candidate to handle the tools responsibly. –'''"
Pedro,Smith609,-1,1,2009,"12:59, 23 March 2009","[[User:Hullaballoo Wolfowitz|Hullaballoo Wolfowitz]] makes a good point. I'd have looked over it but then I checked the logs for your bots. Anybot was blocked just once [http://en.wikipedia.org/w/index.php?title=Special%3ALog&type=block&user=&page=User%3AAnybot&year=&month=-1] and that was for less than 20 minutes, and Citation Bot has also only been blocked once [http://en.wikipedia.org/w/index.php?title=Special%3ALog&type=block&user=&page=User%3ACitation+bot&year=&month=-1] with what seems to be a serious concern. So I can't really see the time spent waiting for a bot to be unblocked argument is a valid one. I'm also personally of the opinion that bot owners should not unblock their own bots, rather like admins should not unblock themselves. In addition I'm not in agreement with your about your rationale for not using edit summaries when adding a fact or a reference. ""+ref"" takes next to no time to type, and admin actions are all about effective communication of actions - the edit or log summary being a key starting point for that communication <small><span style=""border:1px solid #0000ff;padding:1px;"">"
Patton123,Cyclonenim,-1,-1,2009,"13:28, 12 April 2009","Per the above concerns, particularly Nick mallory's, I don't think you're ready for adminship just yet. I would glady support in three or four months if it appears you've taken them to heart. :-)--"
Grsz11,95jb14,0,-1,2009,"02:15, 8 October 2009","'''Neutral''' Keep working against vandalism, but try doing more as well and an RfA shouldn't be a problem in the future. '''"
