SRC,TGT,VOT,RES,YEA,DAT,TXT
Bart133,Connormah,1,-1,2010,"05:35, 17 July 2010",'''Support''' because he seems to be a good contributor and because far too many of the opposes seem to be users desperately searching for a reason to oppose.
Rymich13,alexsautographs,-1,-1,2010,"04:47, 15 January 2010",Is this even a serious request. I suspect it may not be. Regardless you are not ready for this position.
Axl,Tim Song,0,1,2010,"13:21, 10 March 2010",'''Neutral'''. Generally good contributions. However the limited content creation gives me concern. [I have read the extended discussion regarding Durova's !vote.]
Sjakkalle,Father Goose,1,1,2010,"08:32, 6 February 2010",'''Support'''. Unlikely to do anything crazy.
MuZemike,Ktr101,-1,-1,2010,"04:56, 2 June 2010","'''Oppose''' per NuclearWarfare et al. Some of the judgments I've seen made were not very good, including at SPI. –"
Diego Grez,Dana boomer,1,1,2010,"23:01, 24 August 2010","'''De ninguna forma''' I wouldn't support, with the condition to not get on to the inactive admin list ;) --"
Mrmewe,Eagles247,1,1,2010,"02:49, 28 September 2010",'''Support''' You sound like a great candidate!
Connormah,HelloAnnyong,1,1,2010,"19:28, 29 August 2010",I have full faith that he'll do a great job. Good luck.
Axl,MGA73,0,1,2010,"14:22, 2 July 2010","'''Neutral'''. I'm not comfortable with the  ""temporary"" duration request. While MGA73 undertakes useful activities, he doesn't demonstrate enough constructive interaction with other editors."
Kudpung,Laptopmaker,-1,-1,2010,"19:27, 10 December 2010","'''Oppose''' - per [[WP:NOTNOW]]. With only around 30 edits and two of those on 27 August were really not quite the right thing to  do, you are not yet ready to be considered for adminship. Do take the advice the others have given you above, and make a couple of thousand good solid contributions you can be proud of, including the creation of some new articles. You don't need to vote for yourself on your own RfA - do take a look at some of the recent RfA of other candidates, especially some that have failed,  to  understand the process, and to see what you will need to learn about all the different Wikipedia policies."
Shirik,Tim Song,1,1,2010,"21:36, 5 March 2010","'''[[User:Shirik/RFA|Support]]''' long overdue; Tim has been working his ass off at [[WP:AFD]] and doing it well. I said I'd co-nom him at his last editor review, and that still would have stood, but apparently someone else beat me to the punch. --"
Deliriousandlost,Phantomsteve,1,1,2010,"14:36, 2 February 2010","'''[[uberrima fides]]''' I would have supported sooner if only i had known. Cheers <tt>:D </tt>  <font face=""Georgia"">"
Sailsbystars,Grondemar,1,1,2010,"21:21, 26 December 2010","I wasn't planning on actually voting, but having read the opposes, I feel obliged to comment.  Why is it that everyone assumes that incompetence is required for new editors?  There are two reasons that new editors can show competence, either they read the copious documentation that has been provided for how to edit wikipedia, or they are exercising a [[WP:CLEANSTART]].  Neither of those reasons should be a problem.  If a clean start is so clean that one cannot say who the original account was, who cares?  Clearly the user has remedied whatever deficiency lead him or her to leave the project.  If the user is someone who has read the manual, then they are exactly the sort of user we want contributing to the project and as an administrator, not someone to discourage with allegations of sockpuppetry merely for showing competence.  I believe we have a case of the latter here, and I thus give my full and unqualified '''support'''."
Triplestop,Ironholds,1,-1,2010,"05:06, 1 January 2010",'''Support''' Ironholds has demonstrated the highest levels of competence and trustworthiness and I am sure that he would make an excellent admin.
Cirt,28bytes,-1,-1,2010,"21:34, 1 December 2010","'''Oppose''', concerns raised regarding issues surrounding experience are significant. -- '''"
Balloonman,Panyd,-1,-1,2010,"22:38, 15 January 2010","'''Oppose''' Sorry, I have to oppose.  When I first saw you up for Adminship, I was excited, OTRS is always an area where volunteers are needed.  But you have fewer than 3K edits.  While counting edits isn't the key, the primary focus of most of your article work has been to add TV Boxes to articles... an issue which you received a warning about 2 months ago for using IMBD and TV.COM as sources.  There isn't a single article where you've made more than 7 edits, and there are only nine articles where you've even made 4 edits.  This indicates a complete lack of experience in the primary focus of this project.  You have very little to no experience with CSD outside of OTRS work.  Now this would normally not be a problem, except you explicitly mention it as something you want to do.  You've only made 5 edits to your own talk page and only have more than 3 edits to 3 other people's pages.  As indicated on your Editor Review, almost all of your talk page edits are mechanical in nature.  There is little to see interpersonal dispute resolution. In short, there isn't enough here to let me see how you think.  I do think you are on the right path your AFD work may be limited but it is solid  I liked how your rationalized your reasoning. At this point I cannot support.---'''[[User:Balloonman|<font color=""purple"">Balloonman</font>]]''' ''[[User talk:Balloonman|<b><sup><small>NO! I'm Spartacus!</small></sup></b>]]'' 22:20, 15 January 2010 (UTC) EDIT: Also per Q4.  There is no way that article should be speedily deleted.  Even under A10---A10, which is new crieria, is only for recently created articles.  EG articles that were created in error or as an attempt to create a content fork.  This article has been around for years.---'''"
Armbrust,SMcCandlish,1,-1,2010,"12:06, 21 January 2010",'''Support''' per nominator.
Polargeo,HelloAnnyong,1,1,2010,"09:42, 1 September 2010",'''Support''' I see no problems with this user.
Jayen466,Polargeo,1,1,2010,"18:31, 3 April 2010","'''Support''' --'''<font color=""#0000FF"">"
The Utahraptor,VernoWhitney,0,1,2010,"13:27, 6 November 2010","'''Neutral''' per above statements. I know content creation isn't exactly exciting for <s>most</s> some people, but when I think admin, I look for someone who ''can'' do tedious work that they are a bit uncomfortable with."
Notedgrant,The Wordsmith,1,1,2010,"08:24, 24 February 2010",'''Support''' Per answer to Q4--
シ,Falcon8765,1,-1,2010,"17:58, 25 August 2010","'''Support''' A great vandal-fighter, I would've liked to see more content since you'll have to make content related decisions, but you've earned it. <b>[[~]] <font size=""2.5"" face=""Arial"" color=""#66699""><i>[[User:QwerpQwertus|Qwerp]]</i></b></font><font size=""2.5"" face=""Apple LiSung"" color=""#CC6600"">[[User talk:QwertyQwerpus|Qwertus]]</font> <font size=""1.5"" face=""Lucida Sans"" color=""#003300"">[[User talk:QwerpQwertus|Talk]]</font>"
Fastily,7,1,1,2010,"01:24, 30 May 2010",'''Support'''.  Why not? -'''
Soap,Otherlleft,1,-1,2010,"17:19, 1 February 2010",'''Support''' I don't see any problems.  I'm not opposed to the promotion of someone purely based on ideological differences ... nor do I think that there's anything wrong with taking breaks or making only a few hundred edits per month when active.  -- ''<B>
ErikHaugen,Waldir,1,1,2010,"17:30, 24 May 2010","'''Support''' Despite no interest in blocking vandals, there is no downside. I think once an editor has sufficiently demonstrated good judgement, then wikipedia's interest is best served by removing the obstacles to the editor's work. In this case, we can be confident that allowing Waldir to edit templates, etc, and help out with editprotected requests, will be beneficial."
Dlohcierekim,Ankitbhatt,0,-1,2010,"16:18, 6 April 2010",You may find [[User:Dlohcierekim/On RfA]] useful in preparing for next time.
IP69.226.103.13,Bwilkins,-1,1,2010,"06:07, 20 January 2010","<s>'''Strong oppose'''.</s> '''Never'''. Didn't have to get very far in reviewing the editors' contributions, for which I thank Bwilkins. I also want to thank Bwilkins for letting me know what a ""fuckface"" is,[http://en.wikipedia.org/w/index.php?title=Wikipedia:Administrators%27_noticeboard/Incidents&diff=prev&oldid=338353928] and for bringing it up at AN/I. There's so much that's unimportant and dramatic going on at AN/I, that's it's always nice to get in that extra little conversational edge on the truly important matters. --"
Bobrayner,Leyo,1,1,2010,"20:39, 18 October 2010","'''Support''' Looks competent and trustworthy to me, so why not? Looks like the tools will be put to good use."
Vrubel's Demons,Polargeo,1,1,2010,"09:09, 4 April 2010","'''Support''', not that one more support matters at this point. Impressed by that Polargeo does not shy away from controversial topic areas, as most prospective Admins do."
Chrishomingtang,Dabomb87,1,1,2010,"18:48, 16 August 2010","'''Support''' no-brainer —<font face=""Cambria"" size=""3"">"
Inka 888,William S. Saturn,1,-1,2010,"22:11, 27 August 2010","'''Support''' Sure. <font color=""#228b22"">"
Emily Jensen,HJ Mitchell,1,1,2010,"17:28, 30 April 2010",'''Support'''.
Jbmurray,Redthoreau,0,-1,2010,"10:30, 4 November 2010","'''Neutral'''.  This is a placeholder vote, as I see I've been invoked in this RFA.  I'm in Barcelona right now (at the Drumbeat Festival, as it happens).  Will check back in later.  --"
the ed17,Theleftorium,1,1,2010,"03:03, 25 June 2010","Kill me for using the cliche, and also feel free to kill me for the cliche of calling it a cliche, but I thought Left was already an admin. Oh well, looks like that assumption will soon become true. —<font face=""Baskerville Old Face"">"
Pepper,Airplaneman,1,1,2010,"12:48, 18 August 2010","'''Support''' per TFOWR :) '''<span style=""font-family:Georgia;font-size:85%;"">••"
Chutznik,Sam Blacketer,-1,-1,2010,"22:56, 3 January 2010","'''Oppose''' per Iridescent, being that I'm one of her other ""never"" folks. :) I went through the RFA process four times, and it wasn't worth it. I believed in second chances, but others did not. I argued that I could have started over and gained adminship that way, but that did not count in my favor. In retrospect, I see it from the majority perspective. To grant adminship to Sam Blacketer is to condone what he did. If we allow it, then any disgraced-but-not-banned user will feel empowered to do likewise, and anarchy will prevail. Sure, we've approved admin candidates who turned out to be banned users - and we sent them back to oblivion. Despite my full confidence that Sam Blacketer can fulfill the admin responsibilities faithfully, as he has done, I cannot support giving him the permission."
Tony Fox,WOSlinker,1,1,2010,"16:44, 19 August 2010",'''Support''' - don't see any issues with this candidate at all.
DGG,Mandsford,-1,1,2010,"01:16, 26 August 2010","'''Oppose''' I do not always agree with him at AfD, but I would not   oppose on that basis. I might oppose on the basis of my  concern that  he may show a tendency to decide on the basis of his own opinions rather than those of the community as expressed at the AfD, though that's obviously hard to demonstrate in advance.  But I unfortunately must oppose on his apparently total lack of understanding of the basic speedy criteria. I'll be glad to support when he gets some good experience nominating speedys, so we can evaluate the results.   '''"
Derild4921,Elen of the Roads,1,1,2010,"15:16, 24 October 2010","'''Support''' - Well qualified candidate. [[User:Derild4921|<span style=""color:green"">Derild</span>]][[User talk:Derild4921|<span style=""color:red"">49</span>]][[Special:Contributions/Derild4921|<span style=""color:blue"">21</span>]]"
Occuli,Connormah,-1,1,2010,"17:58, 30 August 2010","'''Oppose''' – ""Final (88/30/11); ended 10:59, 17 July 2010 (UTC)"" ?? Surely an editor with a modicum of judgement would feel that attempt 3 is premature? (I see the average is slightly better at the moment, so perhaps attempt 4 or 5 in mid-October or so will succeed.)"
Tanthalas39,Blanchardb,1,-1,2010,"17:58, 17 April 2010",'''Support'''
Snottywong,MC10,-1,-1,2010,"22:00, 27 July 2010",'''Oppose''' - because teenagers have much better things to do than spend all day on Wikipedia.  Like finding girlfriends.
Acps110,Grondemar,1,1,2010,"17:42, 29 December 2010","'''Strong Support''' – Excellent, well thought out, detailed responses to the questions above. Will be a huge help keeping things mopped up!"
Jonathunder,Jmcw37,0,-1,2010,"18:28, 11 February 2010",[[WP:Notnow|Premature]] at this time: suggest withdrawal.
Juliancolton,Rami R,1,-1,2010,"20:45, 2 March 2010","Low-profile, modest editor with no obvious history of quarrels or mistrust. This is exactly the type of editor I want as an admin. &ndash;'''"
David Fuchs,J04n,1,1,2010,"04:01, 3 February 2010","'''Support''' While not a heavy contributor of audited content, the user's efforts towards rescuing, rehabilitating, and promoting worthy articles is commendable. No evidence he would abuse the tools, and he  provides satisfactory answers. <font color=""#cc6600"">"
Vodello,Silver seren,-1,-1,2010,"17:24, 30 September 2010",'''Oppose''' per Stephen. Do not trust at this time.
Casliber,Joe Decker,1,1,2010,"09:05, 24 July 2010",'''Support''' hop aboard....
Ottawa4ever,Looie496,1,1,2010,"08:24, 4 October 2010","'''Support''' Clean log, supporting due to ref. desk involvment. Long standing editor. plus one"
Atama,Falcon8765,-1,-1,2010,"20:49, 25 August 2010","'''Oppose''' - I've been on the fence for awhile, I appreciate the attempt to reduce vandalism and that's a critical task for an administrator, but I have to oppose. Initially it was only the lack of activity outside of antivandalism work that put me off, although I'm convinced that you have enough article development experience to at least show competence there. What pushed me to oppose were the sparse answers to questions above. For someone who is essentially focused on protecting Wikipedia from troublemakers, the answer to question 4 was a huge disappointment and alone would cause me to oppose. Personal threats (of the non-legal kind), obvious sockpuppetry, breaking 3RR after being warned once, violating a topic ban or other sanction, there are numerous reasons to block a person before they received the usual 4 escalated warnings and I think that your answer demonstrates your lack of experience outside of the narrow focus of vandal-fighting, even in regards to other forms of disruption. The answer to the next question (IAR) is nearly as disappointing; I didn't understand IAR (I thought it was ridiculous) until I'd had a better understanding of Wikipedia in general and I consider it a very good indicator of a person's experience. The next question is also a problem; despite the sockpuppetry, the good-faith edits might indicate that the person ''isn't'' just a vandal, and so perhaps the original indef block could be overturned, it would be best to try to engage the editor before taking further action (they might also not know about block evasion and sockpuppetry rules). The answer to 7 was correct, I have no issues with that, but the answer to 8 was lacking substance (though there's not much I'd object to in what you said). Overall I see that you're lacking experience, and I don't have a problem with you in general but I think you'd benefit greatly from participation outside of the Huggle/Anti-Vandal/Recent Changes arena. (I apologize for the verbosity of my comment but my intent is to give advice because I really do think you have a lot of promise.) -- '''"
Graeme Bartlett,VernoWhitney,1,1,2010,"20:45, 9 November 2010","'''Support''' an asset to the encyclopedia, even more useful with admin tools."
Beeblebrox,Joe Chill,-1,-1,2010,"00:27, 18 January 2010","Candidate needs to work on the tone of their interactions with other users. Too confrontational. Poor answers to many of the questions as well. You may be ready at some point, but not today."
Xcalizorz,Nikkimaria,1,1,2010,"03:08, 24 August 2010",'''Support.''' Fine to me. &mdash;
GTBacchus,Floquenbeam,1,1,2010,"17:23, 12 January 2010",'''Support''' - I've seen Floquenbeam around doing good work. I think this editor is unlikely to misuse the mop. -
The Blade of the Northern Lights,Connormah,1,1,2010,"20:06, 26 August 2010","'''Support''' I supported last time, I see no reason not to now."
Connormah,The Wordsmith,1,1,2010,"18:09, 22 February 2010",'''Support''' No reason not to. Good luck!
Hokeman,GSorbyDesroid,-1,-1,2010,"13:43, 28 August 2010",'''Oppose''' - less than 500 edits; get some experience and mentoring and then apply--
C628,Redthoreau,-1,-1,2010,"00:26, 4 November 2010","Per question 5. Just this morning, I logged on and found  that five seperate IP users had made  [http://en.wikipedia.org/w/index.php?title=The_Final_Frontier_World_Tour&action=historysubmit&diff=394466759&oldid=393825967 nothing but constructive contributions] to one of the articles on my watchlist, far quicker and just as effectively as any registered user.  Denying IP users the right to edit denies us contributions that are just as valuable as those from us with accounts; I think it's completely the wrong mentality."
Master&Expert,MZMcBride,0,-1,2010,"18:12, 30 August 2010","I'm still opposed to MZMcBride regaining adminship, but I decided that I don't want to be embroiled in a negative, dramatic pile-on. It holds no benefits in the long run."
GlassCobra,Joe Decker,1,1,2010,"15:23, 27 July 2010",'''Support''' per Pedro and Malleus.
Jclemens,Amatulic,1,1,2010,"06:39, 20 August 2010","'''Support''' It's a rare self-nom that gets my support... not because I dislike self nominations, but because so few of the people who pursue them have the experience I'm looking for in an administrator candidate.  I've run across you at 3O before, and have confidence in your ability to handle the mop."
NSD,Aiken drum,1,-1,2010,"20:43, 24 October 2010","'''Support''' - I don't find the opposes really convincing. ~<span style=""border:2px solid blue;background:beige;font-family:Mistral"">'''[[User:NSD|<font color=""green"">Nerdy</font>]]"
SarekOfVulcan,GorillaWarfare,-1,1,2010,"03:25, 10 August 2010","'''Oppose''' at this time. {{diff|Wikipedia:Articles for deletion/EHealth|378106639|378062025|This edit}} gave me a bad case of {{facepalm}}. The editor was explaining their extensive experience with the subject, and you dinged them for not mentioning that they had edited the article as well. Practice a bit more, and maybe in 6 months to a year, I'll be able to support.--"
NuclearWarfare,Jmh649,1,1,2010,"11:37, 13 August 2010","Per Calmer Waters. James is exactly the sort of editor we want as an administrator, regardless of how often he will use the tools. '''<font color=""navy"">"
Shirik,Polargeo,1,1,2010,"17:20, 30 March 2010","'''[[User:Shirik/RFA|Support]]''' Insert cliché ""I thought he was already an admin"" here --"
Ottawa4ever,Kingoomieiii,1,-1,2010,"15:08, 1 March 2010",'''Support''' some experince on policy building. overall solid record. Adding support for this candidate overall net benefit and I feel will not abuse tools to push beliefs.
Tide rolls,Elen of the Roads,1,1,2010,"02:03, 21 October 2010",'''Support.''' Yes.
Fetchcomms,GorillaWarfare,-1,1,2010,"02:13, 10 August 2010","'''Oppose''' Sorry, but the limited content creation, the low number of projectspace edits, and the focus on automated edits gives me the opinion that you have limited experience throughout the project. [http://toolserver.org/~soxred93/autoedits/index.php?user=GorillaWarfare&lang=en&wiki=wikipedia&begin=&end= This] puts your Huggle count at about 2400, and your Twinkle count at 1700. That's not what I would consider a lot, if you plan to focus on that (I have 2900 Huggle edits and I haven't even touched it in months). I'd recommend waiting about four months, and during that time, you should write a few articles, maybe get one to GA/FA level, and explore more areas of the project, including RfA, AfD, etc. '''<span style=""font-family:Georgia;font-size:85%;"">—"
Bradjamesbrown,Bwilkins,1,1,2010,"04:29, 19 January 2010",'''Support''' with nothing else to add.
Awesomeness,Tide rolls,1,1,2010,"18:01, 13 May 2010","'''I cannot even express my support!'''  Tide Rolls, you may not remember it, but you helped me out a lot as a new user.  You also have helped me along the way here and there.  I have seen you all over Wikipedia, and I, like at least five others, thought you already had administrative privileges.  If you are so good people assume you're already an administrator, than you certainly deserve it!  I think the only reason you haven't been nominated before was because people thought you were already an administrator!  <small style=""border:1px solid #444;background:grey"">"
The Wordsmith,Phantomsteve,1,1,2010,"19:51, 2 February 2010","'''Support''' Add one to the ""thought he was already an admin"" list. In addition, i'm breaking my semi-wikibreak to cast this vote. <span style=""font-family:Courier New;font-size:3"">"
Maximillion Pegasus,Connormah,1,-1,2010,"19:08, 16 July 2010",'''Support''' -
Cirt,Airplaneman,1,1,2010,"04:30, 20 August 2010","'''Support''', I'm seeing lots of good adjustments made since prior RFA. -- '''"
DMacks,Leyo,1,1,2010,"03:18, 20 October 2010","'''Support'''. Legitimate need for tools for reasonable cross-project work. It's grunt-work that nobody wants to do, and here's someone willing and already able to do one side of it, and trying to avoid creating more work for others in the process? Sounds good to me!--not like we have a dearth of backlogged admin and admin-esque tasks here. I appreciate that editor knows own limits of experience and is willing to work within them and/or be trouted-or-worse if problems arise in other areas. All admins were newbie admins once and didn't know the intricacies of all of it at first, so having not-much-experience in the .en admin realm isn't a concern to me. But knowing the general idea of being an admin and being trusted with buttons on other major projects gives me confidence he can be trusted in general to do it right or to learn quickly or to avoid making major messes without first seeking collaboration."
Phantomsteve,Wifione,1,1,2010,"21:25, 8 September 2010","'''Support''' While I understand what ϢereSpielChequers is saying in the oppose, I note that the vast majority of the CSD tagging that I looked at were accurate. My advice would be to ''slow down'' if you are evaluating CSD. -- '''''"
SusanLesch,SMcCandlish,1,-1,2010,"18:08, 21 January 2010",'''Support'''. Of course. -
SchfiftyThree,Theleftorium,1,1,2010,"03:43, 23 June 2010",'''Support''' - Will do fine as a sysop. Their contributions appear to be seemingly far from wrong.
PhilKnight,Polargeo,1,1,2010,"11:46, 1 April 2010",'''Support''' - trustworthy editor.
TTTSNB,Tide rolls,1,1,2010,"00:01, 13 May 2010","'''Strong support''' You will be assimilated into the Admin Collective. [[Resistance is futile]]. <font face=""Segoe Print"">"
Themfromspace,Phantomsteve,1,1,2010,"12:27, 2 February 2010",'''Support''' Most definitely. '''
Shoessss,Richwales,1,-1,2010,"21:57, 15 December 2010","'''Support''' - Welcome to RFA (Requisite For Abuse) before getting those extra buttons.  All to often, we hear the phrase ""...Administration privileges are no big deal"".  However, in the RFA process, it seems like this is a motto that is more often mouthed than followed. After reading the Oppose opinions, looking at your edit history, reviewing the requirements for administration privileges, I have to come down on the side of support. Your edit count is low, when compared to a user that who utilizes automated tools.  However, all your edits where done manually.  This shows me that you take the time  to review what you are doing and I can find no technical faults with your edits other than ones based on opinion, such as the one pointed out by [[User:Colonel Warden| Colonel Warden]] and question 9  Both clearly an opinion call, unless we call in the Wikilawyers, and there I guareentee you, it would be a split decision.  Overall, I find your edits clearly a net positive that far outweigh any negatives expressed so far.   I trust this will carry over to the availabilty of those extra buttons.   Good luck. <font face=""Times New Roman"">"
Salvio giuliano,TransporterMan,0,-1,2010,"11:41, 30 September 2010","'''Moral support'''. I'm sorry, because you're a very good contributor; however, given the various valid concerns raised in the oppose section, I feel uncomfortable supporting you at the moment. <span style=""text-shadow:grey 0.118em 0.118em 0.118em; class=texhtml"">  '''"
Trusilver,Mike Cline,1,1,2010,"02:07, 6 February 2010","'''Support''' A zero-drama, zero-politics admin candidate, what's not to like there. I don't see anything that raises my concerns. While I would like to see some more projectspace work, it's not a dealbreaker."
Department of Redundancy Department,JamesBWatson,1,1,2010,"13:12, 14 June 2010",'''Support''' Another candidate with clue. —
DGG,Elockid,-1,1,2010,"19:40, 9 April 2010","'''Oppose''' regretfully, for now, because of inadequate general experience, especially in writing articles, which is needed in judging how to help new users. '''"
Modernist,Excirial,1,1,2010,"23:59, 13 April 2010",'''Support''' Seems a good choice...
Tommy2010,Mikael Häggström,-1,-1,2010,"12:09, 23 May 2010","'''oppose- subject to change''' I don't doubt your good intentions but I think you should go through some recently over the top successful RFA's and answer your questions in much, much more detail because I do not have high standards but I'm also unconvinced on how being a sysop would really help with what you'd do. You also do not need to b a sysop to move a page... but you have clearly moved pages so I'm confused... Poor answer to Q2. <font color=""black"">'''''"
Doc Quintana,Fainites,1,1,2010,"23:21, 13 August 2010",'''Support''' Sure. Seems fine.
Plutonium27,Gobbleswoggler,-1,-1,2010,"18:47, 11 February 2010",'''Oppose''' Looks like you saw the word 'administrator' and glommed on regardless.
Jamesofur,DeltaQuad,1,-1,2010,"21:38, 3 August 2010","'''Support''' Per my co-nom and [[User:Jamesofur/whynot|general guidelines]] '''<font color=""#999"" face=""Tahoma"">"
Noraft,Nikkimaria,1,1,2010,"04:00, 18 August 2010",'''Support''' - Answers to questions demonstrate someone who thinks things through in a logical and reasoned manner. <big>
Pohta ce-am pohtit,Olaf Davis,1,1,2010,"14:24, 7 January 2010",'''Support'''. Olaf Davis appears well prepared to handle AfD closures. Well-thought out reasoning to the questions above.
Mikhailov Kusserow,Shirik,1,1,2010,"03:36, 30 April 2010","[[File:Yes_check.svg|20px]]&nbsp;'''{{{1|Support}}}''' Deo Volente & Deo Juvente, Shirik. —"
Francium12,Jujutacular,1,1,2010,"19:57, 23 July 2010",'''Support''' No reason to oppose
Tide rolls,MC10,0,-1,2010,"23:03, 27 July 2010","'''Neutral.''' I regret not being able to support because I believe this editor has the best interests of Wikipedia at heart.  I believe (and their contributions support the belief) the user is making the best of a bad situation.  In all honesty, MC10, I appreciate your help and your contribution and I hope to be able to support a future nomination."
Stephen B Streater,Eustress,1,1,2010,"23:28, 16 April 2010",'''Support''': My random sample of a dozen edits shows careful preparation and willingness to check text vs cites for accuracy.
J04n,Cgoodwin,1,-1,2010,"13:10, 3 August 2010","'''Support''' I have no reason to believe that he would misuse the tools or venture into any territory that he is unfamiliar without seeking advice. Dedication to the project is unquestionable. <font face=""Century Gothic"">"
NSD,Michig,1,1,2010,"13:23, 24 August 2010","'''Support''' - No problems here. ~[[User:NerdyScienceDude|<span style=""border:1px solid blue;background:white;color:green""><font face=""Mistral"">'''N<font color=""#0F0"">S</font><font color=""#8d7"">D</font>'''</font></span>]] ("
Minimac,Vejvančický,1,1,2010,"16:26, 10 October 2010","'''Support''' I believe this user only wants to work on deletions. Because he knows the inclusion and deletion criteria I'll support unless he wants to work on other admin criteria, which require understanding of expansion policies."
Ajraddatz,Phantomsteve,1,1,2010,"01:52, 5 February 2010","'''Support''' Well, I second most of what has been said above."
Cocytus,Blurpeace,1,1,2010,"04:48, 27 April 2010","'''Support''' - no reservations or concerns here; everything seems to be in order.  <strong><font color=""maroon"">"
Pedro,Father Goose,1,1,2010,"10:20, 3 February 2010","Sorry, I now see the comment you made about editing as an IP - my apologies for overlooking that and asking what, in effect, was a pointless question. I agree with Tan, too, regarding no risk of tool abuse and Caspian Blue in respect of your approach to BLP. Good luck. <small><span style=""border:1px solid #0000ff;padding:1px;"">"
Rodhullandemu,HelloAnnyong,1,1,2010,"00:05, 1 September 2010","'''Support''' - Have seen his vandalism reverts turn up on my watchlist, and in detail, no concerns present themselves."
Shirik,Everyking,1,1,2010,"04:19, 19 January 2010","'''Support.'''  Five years is not a few lifetimes in ""internet years.""  Whatever problems this person had in the past with his admin position are ancient history.  Please give him a second chance.  From what I see Everyking is one of the wisest sages on this website. [[User:Reg7ha|Reg7ha]] ([[User talk:Reg7ha|talk]]) 03:59, 19 January 2010 (UTC) <small>— [[User:Reg7ha|Reg7ha]] ([[User talk:Reg7ha|talk]] • [[Special:Contributions/Reg7ha|contribs]]) has made [[Wikipedia:Single-purpose account|few or no other edits]] outside this topic. {{ #if:  | The preceding [[Wikipedia:Signatures|unsigned]] comment was added at {{{2}}} (UTC).}}</small> <small>"
Fly by Night,Richwales,-1,-1,2010,"21:46, 11 December 2010","'''Oppose''' – I can't see why he needs the tools. One of the stated uses would be vandlaism fighting; but looking at his <span class=""plainlinks"">[http://toolserver.org/~soxred93/pcount/index.php?name=Richwales&lang=en&wiki=wikipedia edit figures]</span>, he has made less than five reports to WP:AIV. (WP:AIV doesn't show up on his most edited pages in the Wikipedia name space while the last, and least edited, one on the list has five edits.) If he's rolled back ""far more edits than [he] can count"", but has only made at most 5 AIV reports then he either misunderstands what vandalism is, or misunderstand AIV. Over a six year period that isn't a lot at all. From a content point of view, well, five new articles in six years isn't what I'd expect. I'd like to see more experience ''at the coal face'' before giving anyone a promotion. I counted ten months, out of the last 70, where the user made more than 100 edits per month, i.e. more than four a day. The activity levels just aren't high enough. We need someone who's around, in touch and contributing. If he gains more experience in AIV, increase his involvement in the project, and produce more content then I would happily reconsider. <span style=""white-space:nowrap;"">—"
Bradjamesbrown,Waldir,1,1,2010,"15:20, 24 May 2010","'''Support''' Don't have any problems; sysop on Commons; involved with the Portuguese Wikimedia chapter, good contributions here."
Fox,Fainites,1,1,2010,"12:59, 17 August 2010",Nice edit count. ( ;) )
Department of Redundancy Department,Tide rolls,1,1,2010,"23:37, 18 May 2010",'''Support''' - Might as well pile on as well as I can't think of anything to add to what has already been said above. —
Sarah,Ktr101,-1,-1,2010,"05:43, 1 June 2010","'''Oppose'''. Kevin is a very well-meaning, hard working fellow and I have no doubts about his good intentions for the project. However, I have observed some of the problems referred to by NW, Auntie E and others and I can't support this request at this time."
Pdcook,Dylandlima,-1,-1,2010,"03:10, 8 August 2010","'''Oppose''' - Sorry, I appreciate your enthusiasm, but you do not have nearly enough experience for adminship. Please review [[WP:NOTNOW]]."
JamieS93,Dabomb87,1,1,2010,"22:53, 17 August 2010","I heard about this RfA from somebody, and I'm coming out of retirement to support it. Dabomb is an incredibly dedicated and skilled editor. I don't really have much more to add, but all I can say is that the tools would be put to very good maintenance work in his hands. Strongly supporting... +sysop has been long due. '''"
Polargeo,Crotalus horridus,-1,-1,2010,"17:18, 22 March 2010",'''Oppose''' I see less than 1000 edits since your last block and not a sufficient reason to give you the tools. More of a risk than a benefit.
Mono,GorillaWarfare,-1,1,2010,"02:27, 10 August 2010","'''Oppose''': Little to no involvement in template, category, file,  and portal namespaces shows a lack of versatility, although these ''are'' more obscure areas of the project, it is likely you will come across something here. Also, I tend to expect over 5,000 non-automated edits for admins; you have 1932. As Fetchcomms points out, that number is very little, as someone told me that Hugglers get up to 2,000 edits in a weekend. A lack of content editing (3 articles; two stubs and a dab) and no ""recognized"" content. Write some stuff, or improve something and try again in about a year."
Bejinhan,The Wordsmith,1,1,2010,"10:17, 23 February 2010",'''Support'''
Wikiwoohoo,The Wordsmith,1,1,2010,"16:30, 26 February 2010",'''Support''' I'm confident The Wordsmith will make a good admin.
Mike Cline,Waldir,1,1,2010,"17:33, 24 May 2010",'''Support''' I see no reason why this editor cannot be trusted with the tools.  His content contributions and judgements are sound.--
Shawn in Montreal,Soap,1,1,2010,"18:40, 10 June 2010",'''Support''' absolutely.
NSD,Jmh649,0,1,2010,"00:34, 14 August 2010","I like the contributions, but I can't support because of your too recent block. Sorry. ~[[User:NerdyScienceDude|<span style=""border:2px solid grey;background:black;color:green""><font face=""Mistral"">'''N<font color=""#0F0"">S</font><font color=""#8d7"">D</font>'''</font></span>]] ("
Dwayne,AlexandrDmitri,1,1,2010,"01:16, 14 May 2010","'''Support''' - although i never worked with this Wikipedian, from the look of his/her edits, they've done well."
