SRC,TGT,VOT,RES,YEA,DAT,TXT
Skinny87,SarekOfVulcan,-1,1,2011,"08:54, 8 May 2011",'''Oppose'''. Lack of judgement in terms of blocking established editors.
Biosketch,Swarm,1,1,2011,"11:34, 18 October 2011","'''Support.''' When I was still a new editor, I disagreed with the way [[User:Swarm]] handled a dispute in which I was involved. Since then, though, I've come to appreciate Swarm's detached and nonpartisan dedication to Wikipedia and the efforts he invests in promoting cordiality between editors. In the particular area where I edit, Swarm's neutral application of policy can be illustrated by [http://en.wikipedia.org/w/index.php?title=Talk:Jewish_religious_terrorism&diff=448849874&oldid=446015476 these] [http://en.wikipedia.org/w/index.php?title=2011_southern_Israel_cross-border_attacks&diff=prev&oldid=445569441 two] diffs. Wikipedia benefits from precisely these kinds of contributors. I'm confident Swarm'll prove himself an invaluable asset to our project as Admin, just as he has as a lay editor.—"
Mkativerata,Slon02,1,1,2011,"20:32, 18 December 2011","I've had a scan of Articles for Creation work, and it seems Slon02 rejects pretty much everything there, which is a good thing of course. I'm not seeing any red flags arise from Slon02's recent contribs or talk page history. Doesn't seem to be a massive wanker either. --"
Bejinhan,Sadads,1,1,2011,"10:02, 19 May 2011","'''Support''' As a fellow Wikipedia Ambassador of Sadads, my interactions with him has been positive. From what I've seen so far, he has demonstrated capability and responsibility. I believe he can be trusted with the admin tools."
Dwayne,Drmies,1,1,2011,"01:27, 25 May 2011","'''Strong Support''' seems like the right person for the tools, everything looks good to me. -"
Wehwalt,RHM22,1,1,2011,"17:17, 12 April 2011","'''Strong support''' I've been privileged to work with RHM22 as informal mentor, and he's a fast learner, a fine writer, and a voice of common sense whereever he goes.  Well deserves adminship.--"
Fetchcomms,Jéské Couriano,1,-1,2011,"21:15, 24 August 2011","Experienced and knowledgeable user. <span style=""font-family:Georgia;font-size:80%;"">'''/"
DARTH SIDIOUS 2,Gfoley4,1,1,2011,"18:10, 7 March 2011","'''Support'''. No concerns, mop well deserved I say. Well qualified candidate, has some good experience and is active anyway. '''''"
Badger Drink,Ks0stm,-1,1,2011,"20:54, 11 September 2011","'''Oppose'''. Poor communication skills, both in terms of understanding others (Q3) and making himself understood (Q7). Desire to work in uncontroversial areas is not comforting - even if I trusted the candidate to recognize what areas actually aren't controversial (a bit of a leap of faith considering Q3), I still don't see any pressing need for admin intervention in uncontroversial matters. It's the heated matters and areas where the real shortage lies, and I feel that - even if he did a 180 and became willing to get involved - the candidate is just a bit too sheltered to provide any real help in such matters."
Cindamuse,Reaper Eternal,1,1,2011,"10:16, 22 July 2011","'''Comment'''. I have not found any reason to oppose this editor. Presents knowledge of the guidelines and policies, as well as the ability to apply this knowledge in an appropriate manner. I believe RE will be a welcome addition to the admin team. <b><font color=""navy"" face=""Tahoma"">"
Airplaneman,Wikipedian2,-1,-1,2011,"04:17, 3 April 2011","Not now, but maybe in the future. You recently returned from an editing hiatus three days ago, March 31. Your last edits before then were in September 2009. I like the enthusiasm, but I think some more time on the job would help. Also, try dabbling in areas besides counter-vandalism, such as audited content ([[WP:GA]]; [[WP:FA]]), deletion discussions, [[WP:CSD]], [[WP:RFPP]], etc. Best,"
Cloveapple,VegetaSaiyan,-1,-1,2011,"01:17, 8 December 2011",'''Oppose''' This is much too soon after your October block. Spend some time learning to help out. It's great that you wanted to be a hero[https://secure.wikimedia.org/wikipedia/en/w/index.php?title=User_talk:VegetaSaiyan&diff=prev&oldid=456095023] but the way to be a hero is to learn honest ways to help.
Strikerforce,WikiCopter,-1,-1,2011,"08:42, 7 March 2011",'''Oppose''' also per [[User:Swarm|Swarm]]. Suggest closure via [[WP:NOTNOW|not now]].
DGG,Ctjf83,-1,-1,2011,"06:11, 17 January 2011","'''Oppose'''. It's hard to quantify good judgment or common sense or discretion,  but the candidate does not seem to have it.  For example, though I perhaps might agree with the candidates actual position  on [[Wikipedia:Articles for deletion/2012 Summer Olympics national flag bearers]], to make a NAC against the unanimous consensus of experienced editors was very poor judgment. I see nothing specifically offensive in any one userbox, and even the rather   aggressive array of them is entirely within his rights and does not bother me personally in the slightest, to have it up  when applying for AfD is either negligent or confrontational. A conscious effort at self-restraint might help before another application.    '''"
RP459,Jimp,1,1,2011,"01:12, 8 June 2011",'''Support''' no concerns. ''<B>--
Wifione,Tom Morris,1,1,2011,"04:02, 26 November 2011",'''Support''' WSQ's nom statement along with Tom's contributions that I've analysed are competently convincing.
Dr meetsingh,GB fan,1,1,2011,"16:11, 16 September 2011","'''Support''' Fully qualified candidate, no concerns. <small><span style=""border:1px solid #000"">"
America69,Reaper Eternal,1,1,2011,"18:14, 21 July 2011","'''Support''' Good luck, I see nothing wrong!"
Worm That Turned,NickPenguin,1,-1,2011,"09:28, 22 March 2011","'''Support''' As I said before in neutral, I saw no problems, but you hadn't shown me enough to support. With some of the comments you have made - especially such a clear explaination of copyright, I have no problems moving to support you."
Cloveapple,Steven Zhang,1,-1,2011,"06:39, 8 November 2011","'''Support''' Steven adopted me and spent time teaching and answering questions. Early in the adoption process I trailed his edits all over Wikipedia out of pure curiosity. What I saw was lots of hard work and a passionate focus on mediation. Reading the candidate's [[User:Steven Zhang/Disclosure|disclosure]] and the links at the end of it made me cringe in more than a few places. While I knew they were bad, I hadn't realized his actions of 2008 and 2009 were quite the disturbing train wreck they were. They went well beyond account sharing. That said, I also appreciated the brutal honesty of that page. There was no ducking and weaving, no avoiding full responsability. That straight on acceptance of blame and the mess he had created was what convinced me he had matured in important ways. I have every reason to believe Steven would be a productive and valuable admin."
Joe Decker,Drmies,1,1,2011,"16:33, 20 May 2011","'''Support''' based largely on previous experiences seeing this editor's work, as well as a brief review of contributions.  --"
Will Beback,SarekOfVulcan,1,1,2011,"01:34, 10 May 2011","'''Support'''. Despite concerns which I shared privately with Sarek, I think his use of the tools is beneficial to the project and he deserves to be restored as admin. Let's not make the perfect be the enemy of the good. If we set impossible standards then we won't have any admins at all. &nbsp; <b>"
Emufarmers,Salvio giuliano,1,1,2011,"04:13, 1 April 2011","'''Support''' He has a good investigative eye, among other things. —"
Porchcorpter,Reaper Eternal,1,1,2011,"10:19, 26 July 2011",'''Support''' - WikiGryphons certainly make wonderful administrators. -'''''
28bytes,Ks0stm,1,1,2011,"00:39, 7 September 2011","'''Support'''. If memory serves me correctly, I've only interacted with this editor once, to tell him about an edit of his I undid. He responded in a friendly, courteous and conciliatory manner, and a brief review of his talk page archives and his edits to some other users' talk pages shows that this was not an aberration."
BarkingMoon,Logan,1,-1,2011,"00:11, 14 May 2011",'''Ooh Rah!'''
Majoreditor,Valfontis,1,1,2011,"00:26, 20 March 2011",Happy to '''Support''' this well-qualified candidate.
Tofutwitch11,The Blade of the Northern Lights,1,1,2011,"22:16, 28 November 2011",Yes. Need I say more?
Hawkeye7,Acdixon,1,1,2011,"01:46, 30 January 2011",'''Support'''
Themfromspace,Drmies,1,1,2011,"13:21, 20 May 2011",'''Strong support''' One of the best candidates for the job. '''
MJ94,Tyrol5,1,1,2011,"17:39, 17 July 2011",'''Support''' Looks good to me.
Worm That Turned,Guerillero,1,1,2011,"14:12, 28 November 2011","'''Support''' with caution. Remember that as an admin, you must try to set an example to the community, hold yourself to a higher standard etc. My views often clash with Guerillero, but when I looked through his contributions and I see a lot of positive contributions which demonstrate his knowledge. There is the odd civility issue and that's why I'm suggesting caution, and they are insufficient to take me to neutral, let alone oppose."
Steven Walling,JaGa,1,1,2011,"02:47, 15 March 2011","'''Support''' More than solid editing experience, good answers here. <font style=""font-family: Georgia"">"
Decltype,Kudpung,-1,1,2011,"08:56, 25 February 2011","'''Oppose.''' While my own interactions with Kudpung has been positive, I have no choice but to land here, having investigated Kwami's somewhat vague oppose directly above. I was very disappointed by Kudpung's demeanor on [[Wikipedia talk:IPA for English]], and the long-standing dispute with Kwami. A comment like (...)''[[Wikipedia_talk:IPA_for_English/Archive_1#rhotic_diacritic.3F|it just goes to demonstrate yet again (sigh) that the IPA and pronunciation articles are dominated by a bunch of semi-intelectual clowns pretending to be linguists. What have they been smoking this time?]]'' (though this outburst seems to be the exception rather than the rule), is not something I would expect from someone who has expressed their disapproval of drama-mongering at RfA. Having banned Kwami from his talkpage ([[User_talk:Kudpung/Archive_Mar_2010#IPA|''I have asked you now several times to keep off my talk page. Any furthjer incursions here are clear attempts at a flame war'']]), Kudpung goes to Kwami's to inform them that ''(...)[[User_talk:Kwamikagami/Archive_10#WP:CIVIL|I may feel that my only recourse will be to escalate to an area where your constant personal attacks and abuse may require some explanation, and where your knowledge of linguistics will not help you]].'' Seems like <s>textbook drama-mongering</s>a rather unconstructive comment to me. Not saying that Kwami has no fault in the situation, but they are not the one standing for adminship here. Thus, oppose for now. <code>"
Acps110,Fluffernutter,1,1,2011,"00:36, 16 August 2011",'''Strong Support''' – An excellent candidate. She would do well with the tools.
Wayne Slam,Sadads,1,1,2011,"23:17, 15 May 2011",'''Support''' No problems here.
Kansan,RHM22,1,1,2011,"21:55, 14 April 2011",'''Support''' - has enough clue.
Strikerforce,Rami R,0,1,2011,"08:33, 14 February 2011","'''Neutral''' Not pleased with the candidate's edit count or overall lack of demonstrated experience in the areas that they state they are going to work in. However, after further review of contributions, interactions, and carefully considering some of the rationale provided in the support section above, I can not - with good conscience - state that this candidate receiving the mop would not be a net positive for the project. As such, I will not oppose, but at the same time can not outright support. --"
FeydHuxtable,The Blade of the Northern Lights,1,1,2011,"15:27, 30 November 2011",'''Support''' No reason to think they'll misuse the tools.
Mbz1,Drmies,1,1,2011,"15:48, 20 May 2011","'''Support''' Said [http://en.wikipedia.org/w/index.php?title=User_talk%3AMbz1&action=historysubmit&diff=415352180&oldid=415349876 he would have asked for my child, If he was not carrying Moonriddengirl's child already] :-) I love administrators with the sence of humor. Sadly there are so very few of them around here.--"
N5iln,Redrose64,1,1,2011,"15:27, 8 October 2011","'''Support''' If there's a good reason for the candidate not to have the mop, I haven't spotted it. --"
Master of Puppets,Anomie,1,1,2011,"02:55, 1 October 2011","'''Support''' Phew, good thing I made it here in time - love me some pile-on voting!"
My76Strat,Drmies,1,1,2011,"21:56, 20 May 2011",'''Support''' - Per Pedro
Wifione,Kudpung,1,1,2011,"06:18, 24 February 2011","'''Support''' Yes, Kudpung may be quite a pain for some who can't handle the never-say-give-up discussion orientation Kudpung brings forth :) Ably trustworthy, knowledgeably competent, and humanly err-worthy, Kudpung will be quite a magnanimous and positive addition to the project."
PeterSymonds,Ironholds,1,1,2011,"23:22, 1 January 2011","I even offered to co-nom! <font face=""Arial"">"
Ret.Prof,Kudpung,1,1,2011,"22:41, 28 February 2011",'''Support:''' See below. -
ArcAngel,JaGa,-1,1,2011,"15:59, 9 March 2011","'''Oppose''' per the answer to Question #4.  I'm sorry, but BLP's that appear non-notable are not tagged as A7's."
Lovetinkle,Slon02,1,-1,2011,"19:40, 7 March 2011",'''Support''' there seems to be no substantial reason to oppose and I believe this user can be trusted with the tools.
Richwales,SarekOfVulcan,1,1,2011,"17:03, 9 May 2011","'''Support'''.  I originally voted to oppose based solely on this candidate's seeming unwillingness to respect [[WP:INVOLVED]].  Now that he has (in my opinion) satisfactorily clarified his intention to follow [[WP:INVOLVED]] except where common sense dictates otherwise, I am withdrawing my objection — and since I am generally skeptical of the current reconfirmation / recall mechanism, I am going to give the candidate the benefit of any remaining doubt and support him now."
SmokeyJoe,RHM22,1,1,2011,"01:55, 19 April 2011",from oppose section.  --
Reaper Eternal,Ctjf83,1,-1,2011,"03:58, 15 January 2011","'''Support''' - No reason to believe that this user will abuse the tools, and good closure of an AfD [http://en.wikipedia.org/w/index.php?title=Wikipedia%3AArticles_for_deletion%2FList_of_Hilary_Duff_concert_tours&action=historysubmit&diff=407790637&oldid=407774572 here]. [[User:Reaper Eternal|Reaper Eternal]] ([[User talk:Reaper Eternal|talk]]) 18:37, 14 January 2011 (UTC) <s>Switching to oppose. [[User:Reaper Eternal|Reaper Eternal]] ([[User talk:Reaper Eternal|talk]]) 03:53, 15 January 2011 (UTC)</s> Naw, keeping support. However, I am of the opinion that refering to anybody's religion as a myth demonstrates a decided lack of tolerance, and that is something I do not want to see in a sysop. Would you mind removing it, or replacing it with something along the lines of ""This user is an atheist"" or ""This user does not believe in God"". I have no objection to beliefs contrary to mine, but that is a little over the top."
Wehwalt,Kudpung,1,1,2011,"14:50, 26 February 2011","'''Support''' I !voted opposite to Kudpung in the Eagle County Charter Academy deletion debate.  However, his position there is mainstream and I see nothing wrong with it, other than (of course!) that I think he's wrong.  He seems qualified otherwise from a hasty look at the summaries here (I will admit to not having looked in depth).  I will not oppose an admin candidate for taking a position opposite to mine.  Support.--"
Royalbroil,Glane23,1,-1,2011,"13:42, 19 February 2011","'''Support''' Adminship is really not the big deal that others make it. It's not like Glane will delete the main page. The cooldown wording was unfortunate but not so bad that I believe that Glane hasn't learned from this experience. I don't care about the percentage of automated edits. The number of non-automated edits is the only thing that might really matter and even that number is suspicious in many circumstances. '''<font color=""#000000"">"
Department of Redundancy Department,ZooPro,-1,-1,2011,"14:20, 7 April 2011","'''Oppose''' ''I dont recall saying i would blocking anyone.... I stated Ban not block two very different things.'' You are confusing the [[WP:BLOCKBANDIFF| two terms]], so along with pretty much all of the above, your apparent lack of understanding of policy makes this an easy decision. —"
Ronhjones,Salvio giuliano,1,1,2011,"21:42, 29 March 2011",'''Support''' Time to dole out another mop '''
Rami R,ErikHaugen,1,1,2011,"11:19, 5 February 2011","'''Support.''' Long-term editor, no reason to believe he'd misuse to tools. '''''[[User_talk:Rami R|<font color=""black"">Rami</font>]]"
Mabdul,Tyrol5,1,1,2011,"02:51, 19 July 2011","'''Support''' <small style=""font:bold 12px Courier New;display:inline;border:#009 1px dashed;padding:1px 6px 2px 7px;white-space:nowrap""><font color=""#000"">"
Jab843,Steven Zhang,1,-1,2011,"17:01, 8 November 2011",'''Support''' Has done a good job and look forward to him joining the ranks of admins. --
Mietchen,Tom Morris,1,1,2011,"11:12, 30 November 2011","'''Support''' I know Tom well from Citizendium, here and offline, and I trust that he will continue to deal sensibly with the tools and responsibilities given to him.  --<font style=""font-family:Monotype Corsiva; font-size:15px;"">"
Pharaoh of the Wizards,RHM22,1,1,2011,"09:23, 19 April 2011",'''Support''' good track and see no concerns.
Ajraddatz,Boing! said Zebedee,1,1,2011,"23:37, 22 February 2011",'''Support''' - I /love/ your answer to Chzz's question. (The other ones are good too :P) - I see no problems.
Ceranthor,The Bushranger,1,1,2011,"18:08, 21 February 2011","Weakly, because though I think you're a qualified candidate, the opposes do have weight to them. I think that you'll be able to improve upon those concerns if you pass or not, and if this RfA isn't immediately successful, perhaps a second time will do. '''"
FormerIP,Salvio giuliano,1,1,2011,"19:27, 26 March 2011",'''Support'''. What took you so long? --
Sven Manguard,Boing! said Zebedee,1,1,2011,"21:42, 22 February 2011","'''Support''' Harrumph. This low in the support stack even if I say something witty no one will read it. Hence the basics: Knows his stuff, seen around and about the community, is not an ass to others, has clue, etc., etc.."
Tryptofish,Ks0stm,1,1,2011,"22:35, 12 September 2011","'''Weak Support'''. I've looked at that Q3 set of diffs and thought pretty hard about them. My reading of the original post by the candidate is that it actually was ''not'' a request for medical advice, but rather, a request for information beyond what was found in a search engine search, but it was poorly expressed in a manner that could very easily be misread as a request for medical advice. Not a great performance, and disturbingly recent, but not as bad as it has been made out to be, and the candidate drew attention to it himself. I don't see editors here showing evidence that it has been part of an ongoing pattern. It seems too much of a single event to rise to the level of a deal breaker. Frankly, I'd rather see more maturity and more content experience, but I end up feeling on balance that I trust the candidate to be an administrator. Please don't prove me wrong. --"
Mkativerata,5 albert square,1,1,2011,"19:04, 1 February 2011","[[Faye Daveney|Most recent article creation]] being a BLP of a minor, referenced only to the website of the subject's paid personal representatives, and with no evidence of passing [[WP:BIO]], is a worry. So I went through the last 2,000 contribs and checked other articles. Not perfect but sufficient for me to think that the candidate coming back for another shot in a few months time would be a waste of a few months. Seemingly good CSD work (no declines apparent) and experienced admins in RfPP are vouching for the candidate's work there. --"
Malleus Fatuorum,Guerillero,-1,1,2011,"22:38, 29 November 2011","'''Oppose'''. Learning on the job is one thing, but ""learning"" during an RfA is a fish of an entirely different colour. Any sensible candidate will be on best behaviour for the week, but the question is, what about when the week's over? Either civility is important or it isn't, but there needs to be some consistency here."
Off2riorob,E2eamon,-1,-1,2011,"16:19, 7 July 2011","''Oppose'' - not enough broad experience for me and in such situations I am unable to support the users reason to require the tools as - "" the backlog "" - If you contribute and gaining experience in the areas you want to work in with the tools I would be open to supporting in another six months."
Lerdthenerd,Catfish Jim and the soapdish,1,1,2011,"12:29, 27 April 2011","'''Support'''. User has made lots of good contributions, why hasn't someone given him the mop already?--"
Alpha Quadrant,Jimp,1,1,2011,"22:39, 14 June 2011",'''Support''' Jimp does wonderful work in the template namespace. I don't have any concerns.
Jayjg,Dylan620,-1,-1,2011,"22:16, 24 April 2011","'''Oppose'''. Insufficiently well-rounded Wikipedia activity, concerns about maturity."
Kudpung,The Blade of the Northern Lights,1,1,2011,"15:11, 29 November 2011","I thought I knew all  about  NPP until Blade showed me some of its more obscure corners. We've worked hard together on  NPP, and on desperate projects to  improve it for over a year. I knew this RfA was coming and it  should have come a long  time ago."
Katarighe,Anomie,1,1,2011,"15:11, 24 September 2011",'''Support''' No problems for him.
Peridon,28bytes,1,1,2011,"12:28, 9 June 2011",'''Support''' No problems here for me.
BuickCenturyDriver,Worm That Turned,1,1,2011,"22:14, 30 June 2011","Good luck, WTT. &ndash;"
Noraft,ErrantX,1,1,2011,"10:41, 15 February 2011","'''Support''' While I'm not personally familair with the candidate, his answers to the questions posed strike me as reasonable and demonstrate a level-headed approach. Not worried about the 4 year break as he's been active since he's been back. <big>"
MikeLynch,Dylan620,1,-1,2011,"07:31, 21 April 2011",'''Support'''. I see no reason to oppose; I believe he can be trusted. '''
MC10,Ttonyb1,1,-1,2011,"19:34, 5 June 2011","'''Support''' – Excellent work with NPP, and the opposers' rationales are not concerning. <span style=""font-family:Verdana;color:#000000;font-weight:bold;"">—"
My76Strat,Timl2k4,0,-1,2011,"05:43, 10 July 2011","'''Neutral''' While I could see it proper to mitigate your low statistics against your long standing tenure, I do not see where you have enunciated a particular need for the extra tools. I agree with Graeme Bartlett that you should participate in ""admin related areas"" and perhaps return for an RfA2 within 6 months."
Monty845,Bahamut0013,1,1,2011,"22:46, 6 April 2011",'''Support''' This editor appears to be a responsible contributor who can be trusted to use the mop. The minor user box issue does not detract from that in my opinion.
HelloAnnyong,Fluffernutter,1,1,2011,"03:55, 13 August 2011","'''Support'''. I've met her several times in person, and she's a damn fine editor. Well spoken, articulate, and passionate about Wikipedia. —"
NellieBly,DeltaQuad,1,1,2011,"04:17, 12 May 2011",'''Support''' Editor is helpful and mature and has common sense. --
Basket of Puppies,JaGa,1,1,2011,"22:31, 13 March 2011",'''Support''' Adminship is no big deal and you'll make a great admin!
Mkativerata,Guerillero,1,1,2011,"19:48, 29 November 2011","Good answers to questions. Experience in relevant areas isn't vast, but it's good enough. As for concerns about your mouth, just keep on calling 'em as you see 'em. --"
Ultraexactzz,Rehman,1,-1,2011,"18:32, 7 April 2011","'''Support'''. The contribs I looked at were fine, and the enthusiasm is certainly there. I think that, with some quality mentorship from existing admins, this candidate would be a fine admin. Do take some of the concerns below on board, though - there are certainly areas for improvement, but none of these is a deal-breaker."
Qwyrxian,Reaper Eternal,1,1,2011,"00:10, 26 July 2011","'''Support''' Strong content work, good knowledge of policy, excellent temperament."
ErikHaugen,RadioFan,-1,-1,2011,"18:29, 7 March 2011","I see a lot of speedy deletion tags that are just wrong, and a lot of admins that delete the articles anyway. Admins, I think, need to examine each speedy tag and verify that the criteria has been met. I think it's pretty safe to say I'm a deletionist, but we need to respect the consensus reflected at [[wp:CSD]]."
The Interior,28bytes,1,1,2011,"03:21, 10 June 2011",'''Support''' 28bytes has always been pleasant to work with and shows a great deal of maturity.
Ronhjones,Gonzonoir,1,1,2011,"20:38, 28 January 2011",'''Support''' I see no problem with another mop being given out. '''
ResidentAnthropologist,DeltaQuad,1,1,2011,"18:49, 12 May 2011","'''Support''' I personally like content contributions for RFA candidates with the exception of vandal warriors. DQ works in the vital role of a SPI clerk, thus that role outweighs my concerns over lack of content."
Timotheus Canens,MichaelQSchmidt,1,1,2011,"10:20, 28 November 2011","If you are good enough for ''both'' Spartaz ''and'' DGG, you are good enough for me."
Gungadin,5 albert square,1,1,2011,"09:21, 31 January 2011","'''Support''' Really helpful editor, works hard against vandalism and would be a great use to the project if given admin tools.<font face=""Vivaldi"">"
Kiefer.Wolfowitz,Logan,-1,-1,2011,"20:00, 20 May 2011","'''Weak oppose''' per Ironholds. (Switched from support following quick review, based on large number of good edits, and non-dramatic response to criticism.) The slight experience with editing articles or discussing articles is another concern. I would welcome the candidate's application in another 6 months, with continued maturation of judgment and hopefully more content experience. <small><span style=""border:1px solid black;padding:1px;"">"
JPG-GR,RobertMfromLI,-1,-1,2011,"21:05, 12 August 2011","'''Oppose''' per the response to the question he, himself, asked. It is one thing to say ""I've contributed content elsewhere so I can easily contribute content to Wikipedia"" and quite another to say ""I've contributed content elsewhere so I can easily be an admin at Wikipedia."" Similarly, as this is not the traditional kind of public office, what one has done outside Wikipedia is quite irrelevant to this admin-ship ""campaign"" whereas what one has done here is quite relevant. Admin-ship someday, perhaps. But, not today."
Hobit,Dayewalker,1,-1,2011,"13:44, 4 November 2011","'''weak support''' weak because of clarity concerns in his answers above.  The content issue worries me less given he seems to know what he's doing.  And given that I trust the nom's judgement, I'm here."
Townlake,GB fan,1,1,2011,"06:15, 18 September 2011","Good judgment, highly likely to succeed in this role."
Nikkimaria,Fæ,0,1,2011,"02:37, 18 March 2011","'''Neutral'''<s>, leaning oppose</s> over the response to Balloonman. It is perfectly possible for you to answer such broad questions without making your past account obvious, and I find your response to these questions to be assuming bad faith on the part of the questioner. Calling the questions a ""fishing expedition"" is unfair given the connotations of that expression here - it's an honest request for information, and one that appears carefully worded to allow you to protect the identity of your old account while addressing potential concerns. Given that we can't judge your history for ourselves, I would encourage you to answer these questions, even if your answers are by necessity somewhat vague."
ebe123,SarekOfVulcan,0,1,2011,"21:37, 3 May 2011","A good candidate but the question 8 answer isn't what I would expect.  Also, I hope that this isn't just because of HJ Michell.  Saw the de-adminship request on meta.  ~~"
Perseus8235,ErrantX,1,1,2011,"15:36, 11 February 2011",'''Support''' I have no concerns. --
Wehwalt,Lear's Fool,-1,1,2011,"14:22, 1 January 2011","'''Oppose''' His pushing the block button on Question 8 did it for me.  He should engage with the admin in question, and probably go to AN/I if he can't resolve it that way.--"
Logan,Armbrust,-1,-1,2011,"20:09, 12 May 2011","'''Oppose''' per lack of edit summaries.  Sorry, but those are really important ([[WP:AES|automatic edit summaries]] don't cut it), and I hardly ever see them on his edits.  Seems a bit hypocritical, as Robofish said."
Lagrange613,Swarm,1,1,2011,"07:47, 17 October 2011","'''Support'''. Swarm's done good work improving the encyclopedia, and the answers above demonstrate readiness for the mop. Wikipedia will be a better place with you as an admin."
Armbrust,Eduemoni,-1,-1,2011,"18:44, 7 March 2011","'''Oppose''' Too low activity in the recent months and very low number of edits in the project namespace. It also concerns me that he wants to deal with vandals, and to which [[WP:AIV]] also belongs, but has only [http://toolserver.org/~soxred93/topedits/index.php?name=Eduemoni&namespace=4 2 edits on the page]. He made one [http://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=124182584 report] to AIV in April 2007, which was [http://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=next&oldid=124182995 false]. The answer to question 1 is very vague and the wording of it doesn't everywhere makes sense. XfD discussions are closed not finished. <font color=""#082567"">"
NativeForeigner,Jéské Couriano,1,-1,2011,"22:51, 24 August 2011","'''Weakest of supports.''' Nothing that sets off the alarm bells too bad. At times marginally civil, a bit hotheaded.. It's a bit against my better judgement, but I'll support. ''"
BrownHairedGirl,Ironholds,1,1,2011,"15:55, 2 January 2011","'''Strong support''', switching from neutral. I had hoped that the answer to my question 6 would satisy my concerns, and it does so partly. I had inadvertently worded the question to allow it be reasonably read as focusing solely on temperament, and Ironholds satisfied me on that point. I had also ''intended'' the question to refer to errors of judgement, but am unsurprised that was not answered because I did not make it clear that I wanted an answer on that point.  However, that lingering doubt about judgement have been addressed in the answers about other questions, so I am switching to a strong support because of Ironholds prolific and high-quality content contributions, the high quality of his judgement and policy knowledge on the specific questions raised, and his rigorous determination to remedy any deficiencies found along the way. --"
Orphan Wiki,Boing! said Zebedee,1,1,2011,"11:58, 23 February 2011","'''Strong Support''' - Definately. Without a doubt. (Please try and stop dreaming about Wikipedia though, that can't be good)."
Pol430,Valfontis,1,1,2011,"11:07, 20 March 2011",'''Support''' Fully meets [[User:Pol430/RfA Criteria|my criteria]]
Fly by Night,Hazard-SJ,-1,-1,2011,"21:49, 1 May 2011","'''Oppose''' − Sorry, but there seems to be a lack of experience. Reading the replies to the questions does not fill me with confidence. I don't get the impression that this candidate is a knowledgeable, well rounded Wikipedian. I get the feeling that s/he wants to block vandals. <span style=""white-space:nowrap;"">—"
Σ,Coolguy22468,1,-1,2011,"18:35, 9 October 2011","'''Moral support''' You're enthusiastic enough, keep editing and you'll be ready in a few months. →<span style=""font-family:Euclid Fraktur"">"
Pedro,5 albert square,1,1,2011,"10:32, 1 February 2011","[[WP:RIGHTNOW]]. Talk page history shows a communicative editor and dis-interested in drama. Sure, quite a bit of automated edits - but clearly knows her stuff. More admins at RFPP is good news. <small><span style=""border:1px solid #0000ff;padding:1px;"">"
AniMate,Ironholds,1,1,2011,"19:07, 2 January 2011","'''Support''' No concerns here. <font face=""Herculanum"" color=""black"">"
The Blade of the Northern Lights,Anomie,1,1,2011,,"'''Support''' complete, total no brainer."
John,Swarm,1,1,2011,"14:41, 12 October 2011",'''Support''' per Fastily. --
The Blade of the Northern Lights,Dylan620,1,-1,2011,"17:40, 23 April 2011","'''Support'''. This RfA alone proves he has a pretty even keel to deal with completely unreasonable demands, and I've seen evidence that this calmness extends to his other work.  And my signature shouldn't be headache-inducing."
Funandtrvl,Redrose64,1,1,2011,"01:40, 9 October 2011","'''Strong Support''' - Redrose64 would be a wonderful asset to Wikipedia as an admin. His technical strengths and willingness to help others are outstanding qualities that would help the community immensely! The only thing else I can say is that he better have a great sense of humor! (see above comment) ... I can also tell he is well-liked, since this is my 3rd try to add my support to this section without getting an edit conflict message!! --"
Bencherlite,Redrose64,1,1,2011,"19:03, 13 October 2011","'''Support''' one of those names that I've seen around the place being useful for quite some time now, and I think that granting Redrose64 a few extra buttons will assist the project."
Ceranthor,Catfish Jim and the soapdish,1,1,2011,"19:03, 28 April 2011",I see no reason not. Particularly impressed with the user's temperament. '''
Ironholds,Fluffernutter,1,1,2011,"00:11, 13 August 2011",'''Support'''.
Σ,AwesomeSponge,-1,-1,2011,"03:22, 11 December 2011","'''Oppose''' - Try some more vandalism fightiing. 15 edits doesn't convince me. →<span style=""font-family:Euclid Fraktur"">"
Joe Decker,Fluffernutter,1,1,2011,"19:04, 12 August 2011","'''Support''' per my observation of work at OTRS and per a short review of randomly selected contributions. I'm sure that both within and outside of OTRS requests, she will make constructive use of the tools.  --"
Sitush,Qwyrxian,1,1,2011,"00:26, 19 July 2011","'''Support'''. I have watched the development of Qwyrxian's replies to the standard questions above but need see no more. Our mutual involvement has tended to be in the often very contentious area of India-related articles. I had already indicated that I would support, as a non-admin, because this contributor has time and again demonstrated to me some of the key points for anyone aspiring to the mop: clarity, throroughness, fairness, a recognition of where to draw a line, civility, policy/guideline knowledge, commitment to the project and, well, you name it. The attempt to mentor a recent contributor, {{u|Maheshkumaryadav}}, failed but it was not for want of trying and Qwyrxian had no problem recognising when the end had come. Is Qwyrxian perfect? Of course not, but xe is well in the zone that admins inhabit. Xe could make good use of the tools and has expressed a considered approach to using them. What's not to like? -"
